age,ridge_length,ridge_vel_mean,ridge_vel_std,ridge_surface_area,subduction_length,subduction_vel_mean,subduction_vel_std,subduction_surface_area,age_mean,age_std,accretion_mean,accretion_std,slab_dip_mean,slab_dip_std,min_continental_arc_length,mean_continental_arc_length,max_continental_arc_length,min_carb_plat_continental_arc_length,mean_carb_plat_continental_arc_length,max_carb_plat_continental_arc_length,min_combined_arc_length,mean_combined_arc_length,max_combined_arc_length,global_age_mean,global_age_std
49,75987.79541524652,5.568775716932009,4.289691536375759,4.272722235168812,77738.15190203492,5.0185024043762105,4.47438108516413,4.364193223835095,54.3966412267646,43.77317076347216,10.975334485766767,26.31988873625959,31.62517956667904,12.041223618560586,44138.06912946646,46812.722533746986,49685.95541563836,12969.908884099748,16138.667847846917,18434.102745675053,12969.908884099748,16138.667847846917,18434.102745675053,66.44744873046875,68.23741912841797
48,77148.88564558761,5.303445136501478,4.075948114049435,4.091566355262269,76203.81814062124,5.0185024043762105,4.47438108516413,4.126101649197041,54.926786522698315,43.77317076347216,10.69505978556773,26.31988873625959,32.10558870271178,12.041223618560586,44103.22942945769,46753.74105783143,49325.731425913706,12854.73542116834,16138.667847846917,18391.810505797657,12854.73542116834,16138.667847846917,18391.810505797657,66.82715606689453,68.27849578857422
47,77155.46862235549,5.1814824722622355,4.075948114049435,4.078605197740782,73737.1682395707,5.053294961784517,4.47438108516413,4.119666553024253,58.28773855069253,44.02599812266404,10.479397621316414,26.31988873625959,32.44518764660028,11.9839190539158,44103.22942945769,46259.302687751406,48406.479754465545,12610.1600717228,15497.388952274045,18391.810505797657,12610.1600717228,15497.388952274045,18391.810505797657,67.0194091796875,68.27849578857422
46,77256.97223739902,4.545189977530288,4.075948114049435,3.9921935256036347,73272.83345333996,5.100103127707293,4.47438108516413,3.76814429773387,60.14598396415692,48.48502438436598,10.274735518914605,26.31988873625959,32.45594546652877,11.692584287636603,44103.22942945769,46259.302687751406,48406.479754465545,12420.994496650665,15209.998585015075,18406.9095285403,12420.994496650665,15209.998585015075,18406.9095285403,67.0194091796875,68.27849578857422
45,77473.8750306385,4.4836817532462,4.075948114049435,3.979913019218958,66333.71690300043,5.114674472556332,4.674726965844727,3.76814429773387,62.72070587816427,48.799699846808025,9.999393366427698,27.498393916733683,32.810171356179126,11.384754802680453,44103.22942945769,46259.302687751406,48406.479754465545,12420.994496650665,15209.998585015075,18406.9095285403,12420.994496650665,15209.998585015075,18406.9095285403,67.31598663330078,68.3203353881836
44,77473.8750306385,4.445104293773129,4.075948114049435,3.8788586193918175,64385.89714747366,5.1248891799542315,4.674726965844727,3.665713386223876,62.72070587816427,48.799699846808025,9.913679573198053,27.498393916733683,32.810171356179126,11.384754802680453,44103.22942945769,46259.302687751406,48406.479754465545,12420.994496650665,15209.998585015075,18406.9095285403,12420.994496650665,15209.998585015075,18406.9095285403,67.63285827636719,68.36251068115234
43,77473.8750306385,4.4417727783601295,4.194366804491514,3.8243713052595747,62850.94536595042,5.409966112110512,4.686388581348492,3.665713386223876,62.78260433491518,48.799699846808025,9.853593059092763,27.566991654991124,33.09078267901031,11.384754802680453,44103.22942945769,46259.302687751406,48406.479754465545,12420.994496650665,15209.998585015075,18406.9095285403,12420.994496650665,15209.998585015075,18406.9095285403,67.78414916992188,68.36548614501953
42,77473.8750306385,4.4417727783601295,4.296997590260187,3.8243713052595747,62648.61989516326,5.503935105370006,4.7706082442971605,3.6597468902433223,62.87748221015008,48.799699846808025,8.1766699287617,28.062401437042112,33.29015552482291,11.384754802680453,44103.22942945769,46259.302687751406,48406.479754465545,12610.1600717228,15367.67825313456,18428.12755237346,12610.1600717228,15367.67825313456,18428.12755237346,68.02703094482422,68.5545883178711
41,77887.7142273398,4.445104293773129,4.296997590260187,3.839188246282954,62648.61989516326,5.686985794617207,4.779532646803844,3.665713386223876,62.87748221015008,48.799699846808025,7.623911144882325,28.114897922375555,33.29015552482291,11.384754802680453,45619.43003807639,48025.48133498137,48853.116538732334,12826.812197401092,15497.388952274045,19043.94337207334,12826.812197401092,15497.388952274045,19043.94337207334,68.30442810058594,68.74319458007812
40,77994.57804482775,4.4836817532462,4.296997590260187,3.8788586193918175,62648.61989516326,5.730585166478252,4.782044912906925,3.665713386223876,62.87748221015008,48.48502438436598,6.547142384604668,28.129675958276025,33.21015425141678,11.537868760086514,45757.40788412401,48153.67607074976,49011.38678532924,13741.5651345134,16940.90505038712,20001.033563472334,13741.5651345134,16940.90505038712,20001.033563472334,68.47095489501953,68.87025451660156
39,77994.57804482775,4.4836817532462,4.315854017326047,3.979913019218958,62648.61989516326,5.739778708618289,4.82171646423536,3.675232571214899,62.87748221015008,47.25728172663227,6.290675491304405,28.363038024913877,33.29015552482291,11.537868760086514,45832.44920518273,48213.0924715644,49062.45380232248,13741.5651345134,17077.603221835307,20243.412459548825,13741.5651345134,17077.603221835307,20243.412459548825,68.83560943603516,69.04363250732422
38,78629.22341351444,4.5103789792987,4.338360037217582,3.979913019218958,62936.28824208137,5.739778708618289,4.82171646423536,3.675232571214899,62.87748221015008,46.818843812813384,6.290675491304405,28.363038024913877,33.21015425141678,11.537868760086514,46072.7836930234,48298.124164796245,49137.562083392455,13741.5651345134,17128.205551351883,20379.22716251756,13741.5651345134,17128.205551351883,20379.22716251756,69.17101287841797,69.18167877197266
37,77994.57804482775,4.630302251852772,4.338360037217582,3.979913019218958,64385.89714747366,5.739778708618289,4.82171646423536,3.675232571214899,62.796282662417376,46.26653848323457,6.290675491304405,28.363038024913877,33.21015425141678,11.55039320522787,46140.62863476774,48562.82050288726,50186.20941914049,13741.5651345134,17221.564845342167,20533.98771180738,13741.5651345134,17221.564845342167,20533.98771180738,69.44107818603516,69.26083374023438
