,crust,crust,crust,lithosphere,lithosphere,lithosphere,sediments,sediments,sediments,serpentinite,serpentinite,serpentinite,organic_sediments,organic_sediments,organic_sediments,total,total,total
,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max
time,,,,,,,,,,,,,,,,,,
90,1756421517.4422529,2073071507.0927324,2463588395.4330854,805202157.697814,1348404324.909777,1975761415.910858,2429216633.7750435,2429216633.7750435,2429216633.7750435,99379251.35001549,112055215.51007572,196227804.56845123,0.0,200210984.7296449,439172482.63276947,5090219560.265126,6162958666.017273,7503966732.320208
91,1754273436.1754355,2070280046.77325,2460034442.5508485,807640512.4153728,1347414862.571846,1968757222.7455873,2400773906.4362965,2400773906.4362965,2400773906.4362965,98101126.25730227,110585206.18513343,194070072.7298535,0.0,200210984.7296449,439172482.63276947,5060788981.284408,6129265006.696171,7462808127.095356
92,1753181343.7596822,2068719272.6226892,2457924336.2011013,809570068.8941975,1347299044.7809525,1967098968.745912,2381058109.0051727,2381058109.0051727,2381058109.0051727,98086112.55788717,110548127.56179939,193295350.60710663,0.0,200210984.7296449,439172482.63276947,5041895634.216939,6107835538.700258,7438549247.192062
93,1750648083.596929,2065444411.5715153,2453762538.1523976,811842015.1180545,1346821772.8000789,1963248270.49936,2362760551.2197633,2362760551.2197633,2362760551.2197633,97141642.86899275,109553603.65273413,191615680.1380844,0.0,200210984.7296449,439172482.63276947,5022392292.80374,6084791323.973737,7410559522.642375
94,1750102782.209638,2064569828.8353524,2452504348.581081,813660744.4029205,1346691670.7326837,1962481560.2599397,2349484519.7844353,2349484519.7844353,2349484519.7844353,97084711.10822952,109522731.48407911,190992700.3202918,0.0,200064869.67435098,438851972.1888989,5010332757.505223,6070333620.510901,7394315101.134646
95,1747455320.1285043,2061191637.7187924,2448249381.871993,815775821.0838461,1346557924.9469311,1958896852.3121247,2331621480.0305963,2331621480.0305963,2331621480.0305963,96403591.9091031,108788953.89007285,189592766.33573145,0.0,199857482.49505907,438397058.3762586,4991256213.15205,6048017479.081451,7366757538.926704
96,1745320883.2799735,2058437206.431888,2444748405.506177,817700149.691405,1346023821.9785948,1955029835.604199,2309194496.343464,2309194496.343464,2309194496.343464,95635106.01831648,107897307.25840917,187865714.52898234,0.0,199847511.4146744,438375186.32896316,4967850635.3331585,6021400343.427031,7335213638.311786
97,1742038312.072136,2054237526.1599684,2439444743.924783,820052562.9171059,1345401844.2325866,1951375784.5940137,2286299884.827299,2286299884.827299,2286299884.827299,95489802.24949864,107785676.20703849,187224571.9278248,0.0,199666967.52837956,437979154.57838094,4943880562.066039,5993391898.955273,7302324139.852302
98,1738686189.1203203,2049954080.2454178,2434037484.78198,822491464.6204814,1344701326.2087793,1947209040.8097043,2262667715.6691837,2262667715.6691837,2262667715.6691837,95128060.927055,107310053.9186838,185858115.23269612,0.0,199544584.84449124,437710702.2395292,4918973430.337041,5964177760.886556,7267483058.733094
99,1734992930.625419,2045292365.0752382,2428199222.6288357,824597820.9710052,1343881312.3969328,1942459359.0636125,2238362237.031101,2238362237.031101,2238362237.031101,94206483.48536082,106289363.51163405,184046661.4129043,0.0,199450539.44382268,437504409.10257876,4892159472.112886,5933275817.458729,7230571889.239033
100,1730773700.3990133,2040039199.3461328,2421676037.184531,826731379.2123531,1343103593.9611363,1938167464.534343,2209570461.5597863,2209570461.5597863,2209570461.5597863,93078030.83933121,105098968.27629018,182094932.83906904,0.0,199450539.44382268,437504409.10257876,4860153572.010484,5897262762.587169,7189013305.220308
101,1725812765.5295734,2033948699.8889537,2414182218.3164806,828384114.2379098,1342476427.5058818,1934386148.4468584,2185806648.3116684,2185806648.3116684,2185806648.3116684,92731449.94205375,104642206.513205,180684898.68539584,0.0,199430116.41287965,437459610.195994,4832734978.021205,5866304098.632588,7152519523.956398
102,1724486044.5247831,2032153816.269259,2411880378.8075423,829897110.1119412,1341018927.207805,1929007541.62726,2171085586.332349,2171085586.332349,2171085586.332349,92731449.94205375,104642206.513205,179248723.67622912,0.0,199430116.41287965,437459610.195994,4818200190.911127,5848330652.735497,7128681840.639375
103,1723087784.0325193,2030348673.7160134,2409596686.1253543,831230350.762959,1340046822.983614,1925251472.1293607,2142274702.7484097,2142274702.7484097,2142274702.7484097,92731449.94205375,104642206.513205,178903209.00632817,0.0,198187807.12039185,434734544.65118206,4789324287.485942,5815500213.081634,7090760614.660635
104,1722373589.9767401,2029387089.809528,2408353006.2261667,832853392.5846356,1339882219.4750814,1924018258.9254646,2111967631.4831665,2111967631.4831665,2111967631.4831665,92731449.94205375,104642206.513205,178602622.4339932,0.0,197767965.1309377,433813600.93237936,4759926063.986596,5783647112.411919,7056755120.001171
105,1722190337.4672258,2028729237.051331,2407241386.8901005,833652682.1952398,1338896581.7647898,1920095861.053937,2072831697.6595647,2072831697.6595647,2072831697.6595647,92731449.94205375,104642206.513205,177882700.15432176,0.0,197174773.91324195,432512407.293563,4721406167.264084,5742274496.902133,7010564053.051487
106,1722190337.4672258,2028729237.051331,2407241386.8901005,834736981.1656706,1338676213.3542762,1919233889.5766191,2032533426.5397456,2032533426.5397456,2032533426.5397456,92759097.9444247,104748950.94116154,177628640.95971125,0.0,196633783.11938465,431325717.810263,4682219843.117066,5701321611.005898,6967963061.776439
107,1722190337.4672258,2028729237.051331,2407241386.8901005,835717098.4867051,1338022299.209508,1916405561.3627076,1988558529.5646346,1988558529.5646346,1988558529.5646346,92759097.9444247,104748950.94116154,177492759.8220155,0.0,196097875.8534292,430150179.2913931,4639225063.46299,5656156892.620064,6919848416.930851
108,1722190337.4672258,2028729237.051331,2407241386.8901005,836934562.2475053,1337426804.901395,1914129893.8778434,1937108301.6064062,1937108301.6064062,1937108301.6064062,92759097.9444247,104748950.94116154,177142609.17347085,0.0,196018099.0060825,429975184.9165681,4588992299.265562,5604031393.506376,6865597376.464389
109,1722190337.4672258,2028729237.051331,2407241386.8901005,838607258.6161025,1336589869.2128797,1910800722.4269829,1873917052.6040578,1873917052.6040578,1873917052.6040578,92759097.9444247,104748950.94116154,176275127.10650575,0.0,195691980.51964,429259828.23662966,4527473746.63181,5539677090.32907,6797494117.264276
110,1723945732.2030604,2030867764.2966657,2409845164.21052,839898523.054914,1336403727.9518437,1908176924.235193,1810176862.305009,1810176862.305009,1810176862.305009,92759097.9444247,104748950.94116154,176106855.29653025,0.0,195304343.05321163,428409526.6973674,4466780215.507408,5477501648.547891,6732715332.74462
111,1725977300.1313267,2033318639.8773026,2412841680.8270416,842875440.6635592,1335769548.9092352,1905462897.2731357,1739546588.2360477,1739546588.2360477,1739546588.2360477,92759097.9444247,104748950.94116154,175508415.3234802,0.0,194782623.9386913,427265110.5751938,4401158426.975358,5408166351.902438,6660624692.2348995
112,1726229611.3642092,2033581735.0934525,2413118736.0874505,844597929.3485839,1333289375.979152,1895045874.6392117,1682141184.1304107,1682141184.1304107,1682141184.1304107,91312349.20690376,103097720.8711794,172379393.18319118,0.0,194474531.65278843,426589295.2383746,4344281074.050108,5346584547.726982,6589274483.278639
113,1728403414.2915976,2036252211.6243038,2416397580.040749,846490851.9023386,1331712813.566866,1888637557.1260676,1611910790.8034244,1611910790.8034244,1611910790.8034244,91180102.58458686,102935426.7980132,171515819.8060783,0.0,194373407.41642714,426367474.3328079,4277985159.5819473,5277184650.209034,6514829222.109127
114,1729237506.2224972,2037362802.308186,2417828063.694581,848231722.7822344,1331001275.682405,1885209644.8090215,1553212585.99124,1553212585.99124,1553212585.99124,90750796.8758515,102457392.4803879,170416686.67514807,0.0,194373407.41642714,426367474.3328079,4221432611.8718233,5218407463.878645,6453034455.502798
115,1729614979.1985412,2037961289.6413515,2418657296.5657973,849785520.3175737,1330341989.8417606,1881988700.9028993,1477138981.6655025,1477138981.6655025,1477138981.6655025,90447572.71854836,102050423.22301395,169390470.6512376,0.0,194021704.4138685,425595996.77880824,4146987053.9001656,5141514388.785498,6372771446.564245
116,1730455756.2304418,2039152700.1697903,2420236474.412966,851662760.6237646,1329325022.2545214,1877738402.7927337,1394544670.1490114,1394544670.1490114,1394544670.1490114,90327526.37302689,101989401.04237291,169023356.46464545,0.0,193957976.14362508,425456205.73440343,4066990713.3762445,5058969769.759321,6286999109.553761
117,1731516207.9605322,2040651257.1648693,2422234126.2110076,853547941.641954,1328469354.1201928,1873967676.4709826,1317010890.2938247,1317010890.2938247,1317010890.2938247,90013635.3554709,101468221.40732577,167407263.49047238,0.0,193821613.4926294,425157087.66125166,3992088675.2517815,4981421336.478841,6205777044.12754
118,1732915576.686572,2042562326.4226055,2424711293.893317,855894349.7552677,1328202029.1647747,1871777956.2152689,1243545638.002564,1243545638.002564,1243545638.002564,89412022.75378919,100913432.73001188,167361671.54967678,0.0,192449421.452923,422147118.02576655,3921767587.1981926,4907672847.77288,6129543677.686594
119,1732968482.2405567,2043300569.784088,2426156473.6260786,858022542.6199672,1327142936.4897861,1865907756.6069067,1167076953.2096272,1167076953.2096272,1167076953.2096272,88258125.22514698,99583029.810217,164991038.59302175,0.0,191124481.335586,419240797.7683822,3846326103.295298,4828227970.629304,6043373019.804016
120,1733611670.101583,2043676222.3496957,2426265947.2715397,860550893.9340146,1327142936.4897861,1862472557.7622955,1095376375.2332704,1095376375.2332704,1095376375.2332704,87902829.9536384,99119034.01793617,164183959.3823678,0.0,189311358.98816198,415263626.16758114,3777441769.222507,4754625927.07885,5963562465.817056
121,1745191161.7860484,2058223280.2026272,2444389403.240963,863976444.9160659,1327142936.4897861,1858261657.6881497,1028255896.0498686,1028255896.0498686,1028255896.0498686,87347493.9841509,98466010.90985447,162927490.94046193,0.0,189311358.98816198,415263626.16758114,3724770996.7361336,4701399482.640299,5909098074.087025
122,1751779559.2883973,2066500779.647216,2454704288.668536,865247626.7296824,1327142936.4897861,1857046321.856824,989468756.2031127,989468756.2031127,989468756.2031127,86515217.01466547,97484732.08048904,161435806.90864795,0.0,189311358.98816198,415263626.16758114,3693011159.235858,4669908563.408766,5877918799.804702
123,1758126006.2409391,2074520073.9571712,2464731907.8264775,866293142.4568424,1327142936.4897861,1855013179.3834066,937496993.4703062,937496993.4703062,937496993.4703062,85713934.64107326,96574965.64047664,160063765.63437253,0.0,189311358.98816198,415263626.16758114,3647630076.809161,4625046328.545902,5832569472.482145
124,1764822144.914913,2082961166.313749,2475281574.2848496,867636621.2400112,1327390799.5738816,1854383345.2950268,892050405.4935269,892050405.4935269,892050405.4935269,85600349.16386448,96502197.36487874,159761077.1417107,0.0,189311358.98816198,415263626.16758114,3610109520.812316,4588215927.734198,5796740028.382694
125,1773613417.5449317,2093923582.7995882,2488848228.6891193,869134188.4866565,1327540617.5877638,1853632538.6657925,844261162.0205913,844261162.0205913,844261162.0205913,85052821.02052465,95845877.66944535,158640279.97886294,0.0,189640206.82887632,415984969.8181803,3572061589.072704,4551211446.906265,5761367179.172546
126,1782679971.2813888,2105191490.179398,2502834987.797866,871218476.200218,1327540617.5877638,1852933020.0934582,800224948.693203,800224948.693203,800224948.693203,84493305.98869187,95175120.27461892,157763151.09927374,0.0,189925474.36874068,416610717.97014076,3538616702.1635013,4518057651.1037245,5730366825.653941
127,1789953490.5386114,2114237614.5347059,2514032222.5484357,872051747.8615623,1327540617.5877638,1850589123.7296238,776786396.2022526,776786396.2022526,776786396.2022526,83108668.89560461,93570083.36878073,155576635.89711535,0.0,190407759.89642298,417668634.6115085,3521900303.498031,4502542471.589927,5714653012.988935
128,1796364860.133396,2122277619.8275454,2524047419.10485,872872101.3979251,1327540617.5877638,1849563213.6043966,742014633.4813626,742014633.4813626,742014633.4813626,82897076.15547068,93405586.6885148,155469301.37288082,0.0,190501718.37159792,417874737.07318246,3494148671.1681547,4475740175.956784,5688969304.636672
129,1803043432.340153,2130622424.1096532,2534432699.172387,874179167.0639778,1327540617.5877638,1847415089.9202132,706643225.7795031,706643225.7795031,706643225.7795031,82204499.59788944,92597838.90335804,154339241.13018355,0.0,190784341.99530226,418494685.6671146,3466070324.781523,4448188448.375581,5661324941.6694
130,1810735639.8518524,2140162413.4838152,2546202834.5608735,875733104.8366185,1327540617.5877638,1846995515.0687149,679771773.5752051,679771773.5752051,679771773.5752051,81581402.59294906,91863892.07183903,153402431.4175713,0.0,190999745.78745437,418967184.3079644,3447821920.8566246,4430338442.506077,5645339738.930328
131,1816925856.637984,2147978826.0981565,2556017640.1988907,877556384.1096312,1327493986.4909124,1844109021.9659338,650840128.8147042,650840128.8147042,650840128.8147042,79849284.36399709,89952782.64571306,151149785.98566097,0.0,191508846.3670895,420083921.0632931,3425171653.9263167,4407774570.416575,5622200498.028482
132,1824181723.2305574,2157068856.5270767,2567326931.746498,879957522.3260648,1326634635.0229664,1839656370.2493978,624116007.9835,624116007.9835,624116007.9835,78763224.47349408,88713736.9833152,149280040.39711028,0.0,191650620.33649698,420394909.1252192,3407018478.0136166,4388183856.853355,5600774259.501724
133,1832709577.8536606,2167653665.232545,2580398527.537136,882796074.0499905,1326411947.3228393,1836167438.7105436,594311078.6148695,594311078.6148695,594311078.6148695,77319083.9094064,87073762.07657349,147125246.13865528,0.0,192281522.86528155,421778824.34964985,3387135814.427927,4367731976.112108,5579781115.350854
134,1838508392.0322669,2175006751.8616686,2589621732.110305,884870340.7110701,1325551239.6950486,1830664168.0690727,558603052.1728652,558603052.1728652,558603052.1728652,74495277.69228971,83927040.90327735,143479871.22098777,0.0,192371519.3606168,421976236.01683676,3356477062.6084914,4335459603.993476,5544345059.590067
135,1844737116.681735,2182762834.6780276,2599235899.0729046,886698006.400658,1325471962.778748,1825940537.182063,513663815.9897853,513663815.9897853,513663815.9897853,73097692.56823468,82317254.38850218,141434362.47015274,0.0,192681686.57943267,422656602.81940067,3318196631.6404133,4296897554.414495,5502931217.534307
136,1854368164.6859083,2194528959.432305,2613633669.968231,889219559.5160024,1324922193.4599714,1823230144.0510986,460818014.41270745,460818014.41270745,460818014.41270745,71384686.97355959,80430554.8933436,139229782.1055497,0.0,192760403.35638735,422829271.87852705,3275790425.5881777,4253460125.554714,5459740882.416114
137,1863513995.487177,2205659870.9689927,2627184622.5731325,890656934.2034192,1324641437.0210006,1821855191.4117193,399736020.9546879,399736020.9546879,399736020.9546879,70410752.89344075,79342141.68257365,137915414.44499317,0.0,193618057.00975332,424710576.6665557,3224317703.538725,4202997527.637008,5411401826.051088
138,1871422897.43677,2215340264.034504,2639085024.993624,892955825.1865268,1324470868.5427694,1818234929.077581,329116724.8030572,329116724.8030572,329116724.8030572,69263843.18218139,78012103.25195709,136528136.72135922,0.0,193803776.09339398,425117960.4629287,3162759290.6085353,4140743736.7256813,5348082776.05855
139,1875469851.9150553,2220300088.0665345,2645170053.5555835,895402394.5294441,1324320823.2509663,1814432087.7029307,269731984.5064039,269731984.5064039,269731984.5064039,67844085.85559566,76414999.15993547,134689167.72872958,0.0,194626115.98736173,426921802.810987,3108448316.806499,4085394010.9712024,5290945096.304634
140,1878929867.1253936,2224586812.6941786,2650489931.054662,898306569.5393308,1323644851.2407668,1810129458.2559385,217967590.0342222,217967590.0342222,217967590.0342222,66353295.00107003,74778455.35491627,132650695.81375149,0.0,196408175.28636158,430830836.1120189,3061557321.7000165,4037385884.610445,5242068511.270593
141,1892369395.8128233,2240774455.350281,2670076509.6418176,905155575.4459782,1322332767.2024505,1803632769.952074,178480818.94287118,178480818.94287118,178480818.94287118,65100338.066934094,73355493.59459196,130710347.06664446,0.0,205740517.13941276,451301779.531615,3041106128.2686067,4020684052.2296076,5234202225.135022
142,1898650232.3441753,2248498137.7211976,2679568025.3747215,908732412.7260568,1322303433.0830176,1794389172.1404333,147647754.13195884,147647754.13195884,147647754.13195884,61406197.33946097,69186190.31428082,125757928.61740261,0.0,208385026.96077114,457102639.78491735,3016436596.541652,3996020542.2112265,5204465520.049435
143,1907044587.230315,2258731149.4096327,2692057797.819868,913246322.0137478,1321564440.3885033,1785673131.6904745,114294749.11741808,114294749.11741808,114294749.11741808,58518960.89513543,65950311.71722311,121973497.61375222,0.0,209578095.58213782,459719693.53501195,2993104619.2566166,3970118746.2149153,5173718869.7765255
144,1911882927.5161247,2264702838.6849194,2699429431.5118113,916164021.4779148,1320474880.5655673,1783445556.7603846,80957902.10298401,80957902.10298401,80957902.10298401,56605777.02650149,63775589.11407668,119345618.69970559,0.0,210002878.56503925,460651475.5620216,2965610628.123525,3939914089.032586,5143829984.636907
145,1915878141.8747675,2269638817.924275,2705555954.085406,919122879.1435125,1320361946.243318,1777256040.3289847,71754896.69275603,71754896.69275603,71754896.69275603,55069764.891591,62013088.37313597,117084178.46858671,0.0,211569587.51919416,464088127.46145815,2961825682.6026273,3935338336.7526793,5135739197.037191
146,1927872126.9986644,2284075529.43254,2722996728.758807,924745938.1415457,1319414888.0594444,1771775266.9814787,62656914.56393959,62656914.56393959,62656914.56393959,53510421.55219946,60214242.24933529,114827896.90560848,0.0,216003428.29009,473813971.73310065,2968785401.256349,3942365002.5953493,5146070778.942935
147,1931978345.9337387,2289166828.5861244,2729334090.1008253,928404617.5195987,1318308440.0484478,1763229842.445693,56190946.86603519,56190946.86603519,56190946.86603519,49385426.74783894,55518347.53288168,109359542.1415314,0.0,218494920.81660807,479279181.146108,2965959337.0672116,3937679483.8500967,5137393602.700192
148,1940158439.5598593,2299086851.7936306,2741439406.140051,935434489.3821595,1314902627.788734,1748867572.2294188,50975320.39338016,50975320.39338016,50975320.39338016,46902503.77966574,52723961.839978084,105811505.52161744,0.0,219372313.15077603,481203783.68557316,2973470753.1150646,3937061074.966499,5128297587.970041
149,1947174600.7442005,2307596763.15374,2751811843.283524,938157435.243369,1310264768.2534132,1730258690.685898,45111077.00846173,45111077.00846173,45111077.00846173,39457818.96750019,44517138.29063143,96357808.91704547,0.0,220843247.84018892,484430350.10105956,2969900931.9635315,3928332994.5464354,5107969769.99599
150,1952494988.660351,2314052247.242916,2759715392.6275253,941237310.1619474,1310002134.7861605,1725804189.838785,40561468.47537636,40561468.47537636,40561468.47537636,38959278.0270584,43874317.71747212,94930615.55170181,0.0,222237546.54573378,487488811.77773863,2973253045.3247333,3930727714.7676587,5108500478.271127
151,1962898788.6814032,2326507714.11876,2774741368.6437902,946719707.8665795,1309602909.0269446,1719940757.1639593,36088310.18571227,36088310.18571227,36088310.18571227,37170772.616982885,41861013.58625755,92143430.81698443,0.0,222535988.60383546,488143458.87292933,2982877579.350678,3936595935.52151,5111057325.683375
152,1968075774.6421933,2332765657.1696997,2782358420.901253,949498238.0688269,1309102693.60465,1717056800.165505,32331142.253963172,32331142.253963172,32331142.253963172,35472739.25260046,39925686.435244456,89558088.02138606,0.0,224784690.42519963,493076095.1262443,2985377894.217584,3938909869.8887568,5114380546.468352
153,1972096258.620171,2337593157.3251143,2788232185.826598,952188833.7563659,1308465217.6943383,1712036229.6300347,30806997.20056557,30806997.20056557,30806997.20056557,34269386.526321545,38551149.67313225,87553723.28825375,0.0,225580105.43975377,494820876.44849205,2989361476.1034236,3940996627.332904,5113450012.393944
154,1978499663.1516123,2345240030.0801983,2797444070.469779,955630402.8384081,1308134712.3618343,1706968848.0724916,29298517.62632959,29298517.62632959,29298517.62632959,33283039.78511417,37392229.84730169,85767883.99897417,0.0,230448990.4858665,505501011.3883523,2996711623.401464,3950514480.4015303,5124980331.555926
155,1983234336.797416,2350729936.642229,2803953386.6069107,963389064.5253618,1306645384.4293609,1699954497.2199955,28326367.832264684,28326367.832264684,28326367.832264684,31102818.918510735,34889939.01903072,82446709.40870377,0.0,243097269.58462805,533245623.6049906,3006052588.0735536,3963688897.5075135,5147926584.672866
156,1983799802.4825459,2350885184.83218,2803953386.6069107,969264304.0762138,1302775244.4211497,1683054390.5458052,27993907.57638161,27993907.57638161,27993907.57638161,25872455.930409655,29036593.25698909,75603179.40045454,0.0,247772678.6276558,543501359.5703418,3006930470.065551,3958463608.7143564,5134106223.699894
157,1984916852.0409045,2352303784.3385134,2805368106.337502,971951579.6100752,1300403723.7951875,1671442456.37094,26405137.020575788,26405137.020575788,26405137.020575788,21164000.052512698,23746583.73560834,69404605.48187228,0.0,247931366.87676284,543849449.9232216,3004437568.7240686,3950790595.766648,5116469755.134111
158,1984916852.0409045,2352303784.3385134,2805368106.337502,974251454.1609492,1299803605.2476487,1667158841.269261,24440695.93128766,24440695.93128766,24440695.93128766,20271841.281501126,22738082.674299963,67873441.41938992,0.0,248018897.1824146,544041451.8840061,3003880843.414643,3947305065.3741646,5108882536.841447
159,1984916852.0409045,2352303784.3385134,2805368106.337502,977025652.5777944,1299256717.6113493,1663422190.6991792,22555890.406686567,22555890.406686567,22555890.406686567,19526796.08577043,21879943.544230804,66510885.50634287,0.0,248175790.0044546,544385603.8807392,3004025191.1111565,3944172125.905235,5102242676.83045
160,1984916852.0409045,2352303784.3385134,2805368106.337502,980065625.0688355,1298723026.4403849,1659182037.7884903,20743996.40603525,20743996.40603525,20743996.40603525,18749067.49713204,20984492.28264166,65134099.71736972,0.0,248435991.62151402,544956368.7181598,3004475541.0129075,3941191291.0890894,5095384608.967557
161,1984916852.0409045,2352303784.3385134,2805368106.337502,984653597.7913536,1297976804.1839013,1654193416.3612688,18628655.461021673,18628655.461021673,18628655.461021673,17381254.5711385,19441646.82229241,63033530.597372174,0.0,248514834.83978826,545129315.1324389,3005580359.8644185,3936865725.6455173,5086353023.889603
162,1983992497.994979,2351005200.915572,2803567763.5467205,987561790.9055041,1297803803.0974712,1648685794.034151,16601217.74093456,16601217.74093456,16601217.74093456,15708143.698225811,17526040.357780643,60335311.95209393,0.0,248514834.83978826,545129315.1324389,3003863650.3396435,3931451096.9515467,5074319402.406339
163,1983799802.4825459,2350885184.83218,2803559317.596129,990732485.074923,1296842211.9114294,1643388142.0755343,14349906.954323841,14349906.954323841,14349906.954323841,14578189.703991342,16243828.498734623,58385791.15615447,0.0,248514834.83978826,545129315.1324389,3003460384.215784,3926835967.036456,5064812472.91458
164,1982529121.0946739,2349292052.424278,2801503298.571965,993809533.5878434,1295665142.396844,1637339445.5591464,12140574.264209857,12140574.264209857,12140574.264209857,13452588.383908127,14950361.729508016,56431084.96857164,0.0,248692537.85876155,545519115.3030899,3001931817.330635,3920740668.673601,5052933518.666983
165,1980892556.5378525,2347349189.126385,2799147194.059596,996141778.9959084,1294820463.5531983,1632100505.0786176,10158643.570414528,10158643.570414528,10158643.570414528,12177831.54877605,13503367.667730613,54336424.722197294,0.0,249324188.68613446,546904671.956682,2999370810.6529517,3915155852.6038632,5042647439.387508
166,1978709034.3858807,2344771196.5427155,2796041252.8791876,998158903.0191785,1294297468.3714693,1628378245.3167722,8383298.121870956,8383298.121870956,8383298.121870956,11153784.537178542,12354747.221620053,52557850.70454555,0.0,249535531.68230462,547368263.0450553,2996405020.064109,3909342241.9399805,5032728910.067432
167,1976613028.389329,2342341679.212166,2793163074.328603,1000086794.9354714,1293644787.4243557,1624734073.8746464,6790848.3684771005,6790848.3684771005,6790848.3684771005,10105382.442792729,11198269.535261955,50829835.770085804,0.0,250599889.78156978,549702984.0369918,2993596054.1360703,3904575474.3218303,5025220816.378803
168,1974152170.7079377,2339500144.7087693,2789793866.9026165,1002219145.134086,1292985125.7132196,1621175079.569618,4957824.024311432,4957824.024311432,4957824.024311432,9303091.796297543,10298905.520313568,49378045.71775999,0.0,250916397.9341529,550397259.9845934,2990632231.662633,3898658397.9007673,5015702076.198899
169,1973259809.8126707,2338562604.54872,2788709376.2165146,1002219145.134086,1292398913.897501,1617542749.5772562,2025960.9221611584,2025960.9221611584,2025960.9221611584,8485004.295695422,9387187.54688754,47925426.12669793,0.0,250916397.9341529,550397259.9845934,2985989920.1646132,3893291064.8494225,5006600772.827223
170,1973259809.8126707,2338562604.54872,2788709376.2165146,1002219145.134086,1292398913.897501,1617542749.5772562,2025960.9221611584,2025960.9221611584,2025960.9221611584,8485004.295695422,9387187.54688754,47925426.12669793,0.0,250916397.9341529,550397259.9845934,2985989920.1646132,3893291064.8494225,5006600772.827223
