# Age_Ma	SL_envelope_m
172.600	31.560
172.700	29.769
172.800	28.448
172.900	27.425
173.000	26.436
173.100	25.906
173.200	25.396
173.300	25.057
173.400	25.630
173.500	26.204
173.600	26.778
173.700	27.352
173.800	27.925
173.900	28.499
174.000	29.073
174.100	29.986
174.200	31.089
174.300	32.427
174.400	34.487
174.500	36.688
174.600	38.889
174.700	41.069
174.800	43.079
174.900	44.175
175.000	45.271
175.100	46.368
175.200	47.833
175.300	49.370
175.400	51.024
175.500	52.679
175.600	54.333
175.700	55.968
175.800	57.389
175.900	58.734
176.000	60.013
176.100	61.292
176.200	62.571
176.300	63.850
176.400	65.129
176.500	66.407
176.600	67.686
176.700	68.932
176.800	70.180
176.900	71.311
177.000	72.443
177.100	73.574
177.200	74.705
177.300	75.836
177.400	76.320
177.500	76.871
177.600	77.423
177.700	77.974
177.800	78.525
177.900	79.076
178.000	79.627
178.100	80.178
178.200	80.393
178.300	80.534
178.400	80.675
178.500	80.816
178.600	80.957
178.700	81.097
178.800	81.022
178.900	80.683
179.000	80.203
179.100	79.724
179.200	79.244
179.300	78.764
179.400	78.284
179.500	77.716
179.600	77.091
179.700	76.466
179.800	75.842
179.900	75.217
180.000	74.592
180.100	73.968
180.200	73.343
180.300	72.935
180.400	72.294
180.500	71.260
180.600	70.119
180.700	68.532
180.800	66.945
180.900	65.358
181.000	63.860
181.100	62.419
181.200	60.731
181.300	58.199
181.400	54.701
181.500	50.304
181.600	45.864
181.700	41.239
181.800	36.411
181.900	32.079
182.000	28.139
182.100	24.307
182.200	20.921
182.300	17.535
182.400	14.149
182.500	10.763
182.600	7.376
182.700	4.236
182.800	1.697
182.900	0.059
183.000	-0.680
183.100	-1.311
183.200	-1.311
183.300	-0.941
183.400	-0.570
183.500	-0.200
183.600	0.170
183.700	0.541
183.800	0.911
183.900	1.282
184.000	1.652
184.100	2.023
184.200	2.393
184.300	3.007
184.400	3.926
184.500	4.913
184.600	6.228
184.700	7.550
184.800	8.703
184.900	9.857
185.000	11.011
185.100	12.165
185.200	13.319
185.300	14.473
185.400	15.627
185.500	16.781
185.600	18.119
185.700	19.459
185.800	21.092
185.900	22.814
186.000	24.469
186.100	25.731
186.200	26.541
186.300	27.351
186.400	28.160
186.500	28.970
186.600	29.779
186.700	30.619
186.800	31.535
186.900	32.451
187.000	33.377
187.100	34.119
187.200	34.859
187.300	35.305
187.400	35.421
187.500	35.537
187.600	35.653
187.700	35.770
187.800	35.886
187.900	36.002
188.000	36.118
188.100	36.234
188.200	36.321
188.300	36.330
188.400	36.339
188.500	36.339
188.600	36.339
188.700	36.339
188.800	35.891
188.900	35.411
189.000	34.932
189.100	33.928
189.200	32.925
189.300	31.922
189.400	30.919
189.500	29.916
189.600	28.811
189.700	27.707
189.800	26.554
189.900	25.402
190.000	24.249
190.100	23.097
190.200	21.944
190.300	21.240
190.400	20.568
190.500	19.895
190.600	19.746
190.700	19.596
190.800	19.648
190.900	19.700
191.000	19.752
191.100	19.906
191.200	20.059
191.300	20.260
191.400	20.462
191.500	20.663
191.600	20.864
191.700	21.065
191.800	21.065
191.900	21.033
192.000	21.000
192.100	20.967
192.200	20.935
192.300	20.701
192.400	20.467
192.500	20.233
192.600	19.999
192.700	19.534
192.800	18.446
192.900	17.352
193.000	16.137
193.100	14.922
193.200	13.707
193.300	12.694
193.400	11.713
193.500	10.732
193.600	9.751
193.700	8.770
193.800	7.789
193.900	6.809
194.000	5.828
194.100	4.847
194.200	4.097
194.300	3.970
194.400	3.850
194.500	3.850
194.600	3.843
194.700	3.549
194.800	2.888
194.900	1.799
195.000	0.276
195.100	-1.406
195.200	-3.269
195.300	-5.322
195.400	-7.464
195.500	-9.607
195.600	-11.750
195.700	-13.892
195.800	-16.035
195.900	-18.177
196.000	-20.320
196.100	-22.456
196.200	-24.305
196.300	-25.787
196.400	-26.840
196.500	-27.642
196.600	-28.601
196.700	-29.530
196.800	-30.360
196.900	-31.199
197.000	-31.859
197.100	-32.508
197.200	-33.039
197.300	-33.551
197.400	-34.062
197.500	-34.574
197.600	-35.086
197.700	-35.597
197.800	-36.109
197.900	-36.640
198.000	-36.989
198.100	-37.021
198.200	-36.884
198.300	-36.653
198.400	-36.323
198.500	-36.173
198.600	-36.034
198.700	-36.012
198.800	-36.010
198.900	-36.008
199.000	-36.003
199.100	-35.817
199.200	-35.508
199.300	-35.154
199.400	-34.780
199.500	-34.407
199.600	-34.033
199.700	-33.679
199.800	-33.327
199.900	-32.831
200.000	-32.335
200.100	-31.840
200.200	-31.344
200.300	-30.849
200.400	-30.353
200.500	-29.849
200.600	-29.506
200.700	-29.007
200.800	-28.493
200.900	-27.693
201.000	-26.748
201.100	-25.726
201.200	-24.672
201.300	-23.618
201.400	-22.707
201.500	-21.796
201.600	-20.885
201.700	-19.974
201.800	-19.064
201.900	-18.153
202.000	-17.253
202.100	-16.374
202.200	-15.773
202.300	-15.233
202.400	-14.979
202.500	-14.870
202.600	-14.838
202.700	-14.838
202.800	-14.838
202.900	-14.838
203.000	-14.838
203.100	-14.866
203.200	-14.945
203.300	-15.094
203.400	-15.350
203.500	-15.743
203.600	-16.286
203.700	-16.981
203.800	-17.838
203.900	-18.875
204.000	-20.107
204.100	-21.534
204.200	-23.170
204.300	-25.057
204.400	-25.787
204.500	-26.629
204.600	-27.576
204.700	-28.626
204.800	-29.782
204.900	-31.015
205.000	-32.300
