age,depth,sl,MOR_ridge,arc_subduction,rift,carb_platform,intraplate,gross_outflux,net_influx,net_out_incl_sed,net_out_excl_sed,sink_plate_sed,crust_sink
99.0,2722.89,229.249,24.35908283734307,4.507286164563624,10.435270777012295,43.96597485573905,6.0,89.26761463465803,-8.15120565698885,-8.15120565698885,39.04026715013193,85.59195928426726,38.40048647714649
100.0,2749.27,225.978,27.78557345206111,4.611460062930667,10.435270777012295,43.8209584072128,6.0,92.65326269921688,-11.792587109896516,-11.792587109896516,37.7193532639301,92.20127673701586,42.689336363189234
101.0,2943.13,201.939,27.928138633240007,4.711687057093726,22.871609836923344,43.8209584072128,6.0,105.33239393446988,-3.08101219767002,-3.08101219767002,49.418322621702,96.19704289699415,43.69770807762213
102.0,3056.76,187.849,27.928138633240007,4.595621594128,22.871609836923344,42.71938058462096,6.0,104.1147506489123,-13.907403305230927,-13.907403305230927,49.72843393725396,105.97370730335929,42.3378700608744
103.0,3139.69,177.565,27.98901864251833,4.474481523805397,22.871609836923344,42.71938058462096,6.0,104.05449058786805,-18.569819809188036,-18.569819809188036,49.95303110740632,110.51533124653852,41.992480329944165
104.0,3208.37,169.049,28.02334007845996,4.437776235391134,22.871609836923344,40.765345603441794,6.0,102.09807175421622,-27.921207957631708,-27.921207957631708,48.34871799770137,117.73357872027984,41.46365276494676
105.0,3315.11,155.814,28.05116313445753,4.423398579603894,22.871609836923344,38.90507877204955,6.0,100.25125032303433,-34.90277308350055,-34.90277308350055,46.23092156614605,122.79025302025647,41.656558370609865
106.0,3362.68,149.915,28.02334007845996,4.323171585440837,22.871609836923344,37.653510527246695,6.0,98.87163202807083,-39.85132964820765,-39.85132964820765,45.16878756162563,126.34774920134458,41.327631991511325
107.0,3417.29,143.143,28.02334007845996,4.125965898026536,22.871609836923344,36.96740108962,6.0,97.98831690302984,-46.99906026408814,-46.99906026408814,44.32718959825024,132.65388185384973,41.327631991511325
108.0,3432.36,141.275,28.02334007845996,4.022572408721203,22.871609836923344,35.57568392536646,6.0,96.49320624947096,-48.41578571934434,-48.41578571934434,42.959932877845056,132.70335058870074,41.327631991511325
109.0,3448.54,139.268,27.98901864251833,3.6076754887811417,22.871609836923344,26.01905660033404,6.0,86.48736056855685,-57.591457335673255,-57.591457335673255,33.20009507420407,131.951157013991,41.15960460411367
110.0,3469.25,136.7,27.8778869449502,3.4482578571192875,22.871609836923344,26.01905660033404,6.0,86.21681123932687,-58.50818291529065,-58.50818291529065,32.51163610895878,132.4647436005064,41.44492457625696
111.0,3482.35,135.076,26.30981137399741,3.358457744627707,22.871609836923344,25.912154452615923,6.0,84.45203340816438,-61.07030826603752,-61.07030826603752,30.5351261088162,133.36802539532655,41.76259102047284
112.0,3494.85,133.526,26.25233958446867,2.660160482131582,22.871609836923344,25.51359172705597,6.0,83.29770163057957,-59.52956344668077,-59.52956344668077,30.114251145748533,131.40640561290218,41.76259102047284
113.0,3502.64,132.559,26.25233958446867,2.185168149422955,22.871609836923344,24.728992980561365,6.0,82.03811055137633,-59.427909149111045,-59.427909149111045,28.73122368571396,129.92172385529784,41.76259102047284
114.0,3500.79,132.789,26.25233958446867,1.3437972881397866,21.436404464986484,23.27884108579051,6.0,78.31138242338545,-63.08628352816217,-63.08628352816217,24.928048704792687,129.7769232534277,41.76259102047284
115.0,3481.07,135.234,26.25233958446867,1.1324317152450163,21.436404464986484,25.275504340651807,6.0,80.09668010535198,-59.60354632469377,-59.60354632469377,26.954660116880603,128.3207974620472,41.76259102047284
116.0,3456.53,135.797,26.30981137399741,0.532534714167823,21.436404464986484,25.275504340651807,6.0,79.55425489380352,-60.2688590377214,-60.2688590377214,26.21919187774581,128.46010828618142,41.97205737071418
117.0,3410.93,138.971,26.52001017794,0.0,20.503837097758787,25.275504340651807,6.0,78.29935161635059,-59.88952421766267,-59.88952421766267,24.86448043438775,126.87469902708031,42.12069437502989
118.0,3352.07,143.791,26.78262648839599,0.0,20.503837097758787,25.275504340651807,6.0,78.56196792680659,-58.27539387814552,-58.27539387814552,25.19138668974141,125.58995941540158,42.12317884751466
119.0,3300.48,147.708,27.05334024774405,0.0,20.503837097758787,25.275504340651807,6.0,78.83268168615464,-56.37599140412962,-56.37599140412962,25.03116783251484,124.0622883572165,42.65512912057204
120.0,3281.53,147.577,29.31266193019111,0.0,20.503837097758787,25.275504340651807,6.0,81.09200336860171,-54.20059407085593,-54.20059407085593,24.842724450699627,124.14636258410269,45.10304406254715
121.0,3261.62,147.566,30.412040802070475,0.0,20.503837097758787,35.38479316959439,6.0,92.30067106942366,-46.69473320217824,-46.69473320217824,30.62472824701443,128.2180719213364,50.89861047214372
122.0,3324.73,137.26,30.58019416718308,0.0,20.503837097758787,36.60950764762623,6.0,93.6935389125681,-40.22294561119335,-40.22294561119335,31.873461418370752,123.12793260751096,51.03152557794685
123.0,3505.32,112.387,30.778180074147453,0.0,20.503837097758787,37.12745293959841,6.0,94.40947011150466,-25.53381955362597,-25.53381955362597,31.330784392549333,109.12545303150716,52.26084908533184
124.0,3226.27,144.51,30.778180074147453,0.0,20.503837097758787,37.18471793229857,6.0,94.46673510420482,-24.79230416861043,-24.79230416861043,31.159982452778763,108.40258221033982,52.45029558895062
125.0,3087.32,159.26,30.778180074147453,0.0,20.503837097758787,37.64246138446008,6.0,94.92447855636632,-24.23670353702795,-24.23670353702795,31.608202009100538,108.29520113507911,52.45029558895062
126.0,3055.07,160.779,30.778180074147453,0.0,20.503837097758787,37.64246138446008,6.0,94.92447855636632,-26.803532546454303,-26.803532546454303,31.53205272152472,110.78588085692964,52.45029558895062
127.0,3049.75,158.958,30.631495560544607,0.0,20.503837097758787,37.99294827642517,6.0,95.12828093472858,-33.816952716354265,-33.816952716354265,31.560624646960576,117.82787295226547,52.45029558895062
128.0,3154.23,143.523,30.631495560544607,0.0,20.503837097758787,37.64246138446008,6.0,94.77779404276347,-33.45858827833334,-33.45858827833334,31.017239118638244,116.9261229859222,52.45029558895062
129.0,3305.54,122.28,30.412040802070475,0.0,20.503837097758787,37.99294827642517,6.0,94.90882617625444,-32.94705527465983,-32.94705527465983,31.088669703053668,116.48602056666411,52.45029558895062
130.0,3342.11,115.265,30.22754563762404,0.0,20.62775791401413,39.00751222186176,6.0,95.86281577349992,-33.82566879049753,-33.82566879049753,32.00946507931769,118.04557051956147,52.21043664974624
131.0,3367.9,109.587,30.22754563762404,0.0,20.62775791401413,39.00751222186176,6.0,95.86281577349992,-35.97670843427281,-35.97670843427281,32.58724490136299,120.16528966087145,51.60133632523565
132.0,3436.86,98.556,30.22754563762404,0.0,20.62775791401413,37.99294827642517,6.0,94.84825182806334,-40.67542442926775,-40.67542442926775,31.279230320863974,123.55599107536739,51.60133632523565
133.0,3466.75,92.37,30.22754563762404,0.0,20.62775791401413,37.99294827642517,6.0,94.84825182806334,-44.12034077174109,-44.12034077174109,31.042546389965608,126.75211397899895,51.58922681729224
134.0,3547.48,79.879,29.650225508454856,0.0,21.44968169529956,37.99294827642517,6.0,95.0928554801796,-43.14102481492901,-43.14102481492901,31.37127757129396,126.0174016743031,51.50509928808015
135.0,3565.64,75.148,29.22508693523084,0.0,21.44968169529956,37.99294827642517,6.0,94.66771690695558,-42.344416426255776,-42.344416426255776,31.192284197628737,124.43578975466495,50.899089130780425
136.0,3548.82,74.753,29.22508693523084,0.0,21.44968169529956,40.12307834340366,6.0,96.79784697393406,-36.58356130279272,-36.58356130279272,36.39954807193584,120.8326863839892,47.84957700926065
137.0,3523.8,75.375,28.741241706443468,0.0,21.44968169529956,40.12307834340366,6.0,96.31400174514668,-35.68513781581133,-35.68513781581133,36.755838537791966,119.53326990819122,47.09229355458792
