age,depth,sl,MOR_ridge,arc_subduction,rift,carb_platform,intraplate,gross_outflux,net_influx,net_out_incl_sed,net_out_excl_sed,sink_plate_sed,crust_sink
138.0,3478.5,78.513,28.723486016859702,0.0,21.44968169529956,40.12307834340366,6.0,96.29624605556292,-34.32157809108135,-34.32157809108135,36.84904952322653,118.15195449387748,46.98132687956959
139.0,3327.26,94.787,26.17589774944441,0.0,21.44968169529956,35.295190958052466,6.0,88.92077040279644,-23.353664211832665,-23.353664211832665,32.76085678778665,99.80856496186232,43.694043962242986
140.0,3268.15,99.636,25.88608508068082,0.0,21.44968169529956,35.295190958052466,6.0,88.63095773403285,-13.6017223709503,-13.6017223709503,32.48664228667135,89.58534645712695,43.49698179950529
141.0,3276.14,96.166,25.86899948379065,0.0,21.44968169529956,35.295190958052466,6.0,88.61387213714268,-8.242024376703725,-8.242024376703725,33.80507962709975,84.84199489999725,42.79489089619376
142.0,3253.87,96.447,25.694604419455064,0.0,21.44968169529956,35.295190958052466,6.0,88.4394770728071,-6.69397705519863,-6.69397705519863,33.17437549651879,82.6092393032129,42.740886751495474
143.0,3248.83,94.592,25.19524830478747,0.0,21.44968169529956,33.90601927265067,6.0,86.5509492727377,-8.470268395330308,-8.470268395330308,30.755860275137707,81.96701542196348,42.740886751495474
144.0,3209.22,97.023,25.13550351803841,0.0,21.44968169529956,33.70628713934712,6.0,86.29147235268509,5.822465438542608,5.822465438542608,30.678623134704463,67.59704444765734,42.740886751495474
145.0,3123.85,105.129,25.10630897799897,0.0,21.44968169529956,33.549244935589705,6.0,86.10523560888824,20.74891163676415,20.74891163676415,30.55955865151894,52.551533766250266,42.740886751495474
146.0,2996.64,118.424,24.75856959598602,0.0,17.833217057643672,33.549244935589705,6.0,82.14103158921941,19.66246105559602,19.66246105559602,26.85726379975896,49.82810759640721,42.633304852244265
147.0,2918.48,125.636,24.60833771869222,0.0,17.833217057643672,33.70628713934712,6.0,82.14784191568302,21.431601150858818,21.431601150858818,27.41674809761963,48.61845179900508,42.633304852244265
148.0,2844.86,132.284,24.29327046788131,0.0,17.833217057643672,33.90601927265067,6.0,82.03250679817566,22.062492339269,22.062492339269,27.92799936745912,48.49881188043439,42.633304852244265
149.0,2750.04,141.562,23.284968635921647,0.0,17.833217057643672,37.8886432410199,6.0,85.00682893458523,27.911936449088707,27.911936449088707,33.13330752035359,45.90590050961428,40.684529438349394
150.0,2707.33,144.378,23.04719778443089,0.0,17.833217057643672,35.87286523463342,6.0,82.753280076708,25.637993912541237,25.637993912541237,30.60766841413184,44.83173361516326,39.862059113572656
151.0,2796.98,130.782,22.863985648684984,0.0,17.833217057643672,35.87286523463342,6.0,82.57006794096208,26.65457356508326,26.65457356508326,31.114473475174044,43.0320042515458,38.57210434145501
152.0,2774.41,131.1,22.786859534583986,0.0,17.833217057643672,35.87286523463342,6.0,82.49294182686108,28.759033202033763,28.759033202033763,31.9184354774586,41.54830991489443,38.3889076394696
153.0,2749.56,131.702,22.62559745366226,0.0,17.42225516700096,36.512452288487125,6.0,82.56030490915033,30.42681812395474,30.42681812395474,33.28456263929115,41.15521082052882,38.29746630519241
154.0,2786.36,124.659,22.55287740084629,0.0,16.663556291968256,36.512452288487125,6.0,81.72888598130169,29.855466499679054,29.855466499679054,32.7076505268558,40.46652370713046,37.61433967995372
155.0,2895.12,108.692,17.419600638888813,0.0,16.663556291968256,36.512452288487125,6.0,76.5956092193442,31.87310646116912,31.87310646116912,34.642166497155245,33.13905949243653,30.36999945645041
156.0,2985.78,94.97,17.34251315941222,0.0,16.663556291968256,35.87286523463342,6.0,75.8789346860139,31.22437879780246,31.22437879780246,33.96207273553921,33.066925847092996,30.32923190935625
157.0,3075.39,81.379,17.307131961081883,0.0,16.663556291968256,35.87286523463342,6.0,75.84355348768355,31.41281594483572,31.41281594483572,33.94899512995025,32.84310750172938,30.30692831661485
158.0,3138.89,71.024,17.27054046584622,0.0,16.663556291968256,35.63655676155814,6.0,75.57065351937263,31.234261620288294,31.234261620288294,33.73768543049324,32.75492792885728,30.251504118652328
159.0,3190.11,62.193,16.725323452706974,0.0,16.100854626319002,35.40829054018199,6.0,74.23446861920796,31.9963314189492,31.9963314189492,34.493179349535495,30.79418498701409,28.2973370564278
160.0,3210.35,57.204,16.797324624299854,0.0,16.100854626319002,34.618748799874986,6.0,73.51692805049385,30.91799748231953,30.91799748231953,33.393451800103776,31.41677983758479,28.941325519800547
161.0,3196.74,56.411,17.27054046584622,0.0,16.100854626319002,35.40829054018199,6.0,74.77968563234721,31.61372585728101,31.61372585728101,34.02060105401221,32.09672094656644,29.689845749835243
162.0,3169.02,57.369,17.307131961081883,0.0,16.100854626319002,35.556195760050265,6.0,74.96418234745116,32.02586553338842,32.02586553338842,34.43069351737094,32.07083484360085,29.666006859618324
163.0,3138.64,58.655,17.34251315941222,0.0,16.100854626319002,35.556195760050265,6.0,74.99956354578148,31.428346878721456,31.428346878721456,33.8089870430181,32.95807063116518,30.577430466868535
164.0,3096.98,61.341,17.419600638888813,0.0,16.100854626319002,35.556195760050265,6.0,75.07665102525809,31.714133592322582,31.714133592322582,34.02201903645869,32.88531591100464,30.577430466868535
165.0,3049.41,64.76,17.46127775397417,0.0,13.387873899014563,36.95472967411146,6.0,73.8038813271002,30.68420033367505,30.68420033367505,32.80631517531171,32.6995453085052,30.577430466868535
166.0,3043.87,62.967,17.61432631882173,0.0,13.387873899014563,37.44904611766637,6.0,74.45124633550266,31.58749712573662,31.58749712573662,33.63285803883434,32.65052562442815,30.60516471133042
167.0,3148.12,47.56,17.675136332444126,0.0,13.387873899014563,37.44904611766637,6.0,74.51205634912506,31.78407317111654,31.78407317111654,33.684148313574575,32.64861899202401,30.748543849565973
168.0,3216.91,36.55,19.0451768212192,0.0,13.387873899014563,41.46643565505301,6.0,79.89948637528677,35.61245268500558,35.61245268500558,37.3567221835025,34.350210167990625,32.605940669493705
169.0,3249.55,30.023,19.0451768212192,0.0,13.387873899014563,41.46643565505301,6.0,79.89948637528677,37.672961760370015,37.672961760370015,39.19508793468648,32.82883907093748,31.30671289662102
170.0,3105.62,45.39,19.0451768212192,0.0,13.387873899014563,41.46643565505301,6.0,79.89948637528677,37.68027608038688,37.68027608038688,39.20240225470334,32.82883907093748,31.30671289662102
