,sediments,sediments,sediments,crust,crust,crust,lithosphere,lithosphere,lithosphere,serpentinite_total,serpentinite_total,serpentinite_total,serpentinite_bending,serpentinite_bending,serpentinite_bending,serpentinite_mor,serpentinite_mor,serpentinite_mor,organic_sediments,organic_sediments,organic_sediments,total_influx,total_influx,total_influx
,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max
age,,,,,,,,,,,,,,,,,,,,,,,,
0,135.38508830556725,135.38508830556725,135.38508830556725,19.04996976588617,22.822255990030875,27.47703822213518,6.902409771257881,13.738195557644582,22.806371009593956,10.526280838386338,10.716882894235106,11.420500448872753,8.612858685526275,8.612858685526275,8.612858685526275,1.9134221528600632,2.1040242087088306,2.8076417633464774,0.0,5.178613046458163,11.359538295456558,172.10906595394536,188.0598887421909,208.631367988189
1,138.82127540043777,138.82127540043777,138.82127540043777,19.04996976588617,22.822255990030875,27.47703822213518,6.902409771257881,13.738195557644582,23.730450855865225,10.636783636857988,10.858417155649667,11.67813661029904,8.612858685526275,8.612858685526275,8.612858685526275,2.023924951331714,2.2455584701233913,3.065277924772765,0.0,5.30324036115829,11.632914340605229,175.54525304881588,191.62070315176155,213.3364845048118
2,138.82127540043777,138.82127540043777,138.82127540043777,19.801463813329867,23.697595954930623,28.508618510112708,6.9319459161631585,14.041199110280427,23.730450855865225,10.535776838123583,10.733042257125192,11.468486347340514,8.60952776099563,8.60952776099563,8.60952776099563,1.9262490771279517,2.1235144961295616,2.858958586344883,0.0,5.352709256876566,11.741426757019608,176.18813784225816,192.76786595364442,214.40510367887134
3,201.44759248816817,201.44759248816817,201.44759248816817,20.126855496056915,23.838500634150712,28.640087775546515,6.9319459161631585,14.041199110280427,23.730450855865225,10.665472709645845,10.962431799726136,11.74630841755255,8.60952776099563,8.60952776099563,8.60952776099563,2.0559449486502146,2.352904038730506,3.1367806565569194,0.0,5.275601555607267,11.572287283267599,239.26954248423783,255.68736956192654,277.27157262849556
4,201.54478801876402,201.54478801876402,201.54478801876402,20.209522554213766,24.12158267396876,28.952399519611323,7.257976644227008,13.978421246009775,23.746848006851657,10.647731158214345,10.938026885141795,11.690076967390533,8.60461313383202,8.60461313383202,8.60461313383202,2.043118024382326,2.333413751309775,3.0854638335585136,0.0,5.216623971357163,11.442917098460917,239.66001837541913,255.7994427952415,277.37702961107846
5,200.7965569202229,200.7965569202229,200.7965569202229,20.403522906535773,24.283097832224943,29.065103896643244,7.3333780370681545,13.988807403614231,23.150788906569858,10.78481181142345,11.05156364299943,11.74673850722989,8.60461313383202,8.60461313383202,8.60461313383202,2.180198677591431,2.4469505091674106,3.142125373397871,0.0,5.216623971357163,11.442917098460917,239.3182696752503,255.33664977041866,276.2021053291268
6,198.94478614057076,198.94478614057076,198.94478614057076,20.465399923679893,24.399075080137273,29.24161338328425,7.412763383650728,14.139995298694881,23.461239514731545,11.113034458334997,11.32382090040977,11.988216425327149,8.60461313383202,8.60461313383202,8.60461313383202,2.5084213245029776,2.7192077665777497,3.3836032914951284,0.0,5.147415053013168,11.291103987254738,237.93598390623634,253.94513636860185,274.9269594511684
7,198.47386421973022,198.47386421973022,198.47386421973022,20.726711375586248,24.6117633337721,29.328128957866884,7.614937722778032,14.14025444638184,23.495207111065724,11.09813887374548,11.397102346845218,12.075650966920353,8.580614350756571,8.580614350756571,8.580614350756571,2.517524522988908,2.8164879960886466,3.495036616163781,0.0,5.135017363686457,11.263909055828414,237.831628575003,253.68101983834916,274.6300351615694
