,crust,crust,crust,lithosphere,lithosphere,lithosphere,sediments,sediments,sediments,total,total,total
,min,mean,max,min,mean,max,min,mean,max,min,mean,max
age,,,,,,,,,,,,
22,37.92483144495058,42.17357532153259,46.42231918052134,13.73635642380609,14.510467927534027,15.298150534262376,4.318886011762345,5.161632882327752,6.004379399247512,55.980073880519015,61.84567613139437,67.72484911403123
23,35.75000814771894,39.755862126388564,43.76171606592808,13.142558450909597,13.93149933018405,14.736049555381985,3.9170490773917246,4.681325605361466,5.4456018157593045,52.80961567602026,58.36868706193408,63.94336743706937
24,37.084573756221396,41.238816826242434,45.39305985103612,13.39625455196315,14.167511302653818,14.955412549115547,4.064761582760374,4.857494136474278,5.650226406041119,54.54558989094492,60.26382226537053,65.99869880619278
25,35.88218545906379,39.92190906817227,43.96163265459431,12.25094741777552,13.009998393852737,13.786507786470377,3.9907124953256505,4.76954013010666,5.548367403206184,52.123845372164965,57.70144759213167,63.29650784427088
26,36.04259795066665,40.08687190245602,44.13114585124769,10.974975488913962,11.68034274063204,12.407856433182786,3.674245466967554,4.391517627794277,5.10878950765717,50.691818906548164,56.15873227088234,61.647791792087645
27,36.9593956746807,41.09829658904113,45.23719748540083,11.279141478931527,12.028766305759905,12.805792734783566,3.639290338348837,4.349199718316321,5.059108842511613,51.877827491961064,57.47626261311735,63.102099062696006
28,36.27495812035542,40.34668520403122,44.41841227900497,10.64789016760714,11.364797483341736,12.111106945890334,3.391802002527789,4.053749020720467,4.715695776538929,50.31465029049035,55.76523170809342,61.24521500143423
29,36.61038171575018,40.713230242670015,44.81607876493325,11.194893862700992,11.908260568607098,12.649246780244114,3.3843419422842325,4.044382868389699,4.704423610582604,51.1896175207354,56.66587367966681,62.169749155759966
30,41.777435143855634,46.45560151389416,51.13376788800722,13.19356890284773,14.027986664013309,14.882152670330521,3.25230400109253,3.8867804181073966,4.5212566047390705,58.223308047795896,64.37036859601486,70.5371771630768
31,36.89503330378783,41.037150129540365,45.18149381931232,12.056349735865638,12.789803723142121,13.538422758172352,3.0616963387132285,3.659110170395617,4.256523759211087,52.01307937836669,57.4860640230781,62.97644033669576
32,36.25811164607577,40.328543759595775,44.40111960407084,11.479547588732839,12.163520614947242,12.873346193639303,2.9099924390612104,3.477704979563936,4.045417330792629,50.64765167386982,55.96976935410696,61.31988312850278
