# Age_Myr	SL (m) # Miller et al (0-66.6 Ma), Haq hybrid 66.7 - 205 Ma
137.6	36.8228212				
137.7	36.13229964				
137.8	36.40356219				
137.9	37.85972792				
138	41.22604703				
138.1	47.45232441				
138.2	60.35803161				
138.3	73.14197742				
138.4	77.60162249				
138.5	72.39625958				
138.6	52.8420544				
138.7	26.79564933				
138.8	15.9876584				
138.9	16.17313389				
139	48.28793699				
139.1	83.37562356				
139.2	87.69155443				
139.3	87.52760488				
139.4	84.6665814				
139.5	75.24434062				
139.6	54.69938945				
139.7	50.29821948				
139.8	49.76508405				
139.9	52.30614747				
140	61.1463147				
140.1	68.53831964				
140.2	76.88095024				
140.3	85.47031868				
140.4	94.22867911				
140.5	101.9188762				
140.6	106.4967426				
140.7	107.6980493				
140.8	106.2897845				
140.9	103.4632722				
141	99.22227458				
141.1	92.26078941				
141.2	84.52495026				
141.3	76.12948809				
141.4	67.29571419				
141.5	58.14259143				
141.6	48.0176455				
141.7	40.5740201				
141.8	34.51059744				
141.9	31.66795977				
142	31.67126843				
142.1	33.98533917				
142.2	38.74995185				
142.3	46.75170963				
142.4	60.1086733				
142.5	81.76286784				
142.6	101.993125				
142.7	108.025524				
142.8	105.1455984				
142.9	96.09268196				
143	82.80849006				
143.1	67.17624925				
143.2	51.71930757				
143.3	37.09897063				
143.4	25.66919257				
143.5	17.8506451				
143.6	15.18435097				
143.7	16.87494426				
143.8	25.09717976				
143.9	46.77698099				
144	78.64786883				
144.1	94.8626417				
144.2	97.16654668				
144.3	91.70080874				
144.4	79.98851093				
144.5	61.72465698				
144.6	43.19314897				
144.7	28.17817178				
144.8	20.33326594				
144.9	20.75959035				
145	32.10011566				
145.1	58.6124697				
145.2	81.08664579				
145.3	93.06149344				
145.4	97.1991044				
145.5	94.86864183				
145.6	86.88894004				
145.7	73.2654333				
145.8	54.67325862				
145.9	38.30202692				
146	28.89803447				
146.1	26.63925572				
146.2	36.72918228				
146.3	69.37365027				
146.4	95.89392169				
146.5	103.9303344				
146.6	100.7289643				
146.7	86.98795419				
146.8	65.94172816				
146.9	40.85649372				
147	22.61012242				
147.1	25.20381289				
147.2	48.45624164				
147.3	81.58909427				
147.4	108.340163				
147.5	116.8943151				
147.6	108.2735304				
147.7	79.6331812				
147.8	42.24879797				
147.9	15.96128739				
148	25.11967993				
148.1	75.03623034				
148.2	120.5016905				
148.3	125.0896033				
148.4	91.08859186				
148.5	28.09612554				
148.6	19.16197821				
148.7	98.73258532				
148.8	131.9343646				
148.9	131.4834801				
149	113.7504749				
149.1	83.33848404				
149.2	51.44301591				
149.3	26.98775605				
149.4	25.37900112				
149.5	52.93878004				
149.6	99.39183848				
149.7	131.6127362				
149.8	141.9380671				
149.9	139.4947212				
150	128.7724554				
150.1	111.5784845				
150.2	90.28806918				
150.3	69.42499851				
150.4	57.45157255				
150.5	60.13395536				
150.6	80.11831569				
150.7	110.5936482				
150.8	133.060244				
150.9	145.553233				
151	145.1348838				
151.1	137.187171				
151.2	121.3149614				
151.3	105.1245043				
151.4	87.3207425				
151.5	71.39005213				
151.6	59.13368006				
151.7	52.65510648				
151.8	53.75566816				
151.9	66.64586127				
152	103.2436729				
152.1	141.2022579				
152.2	148.2980132				
152.3	141.2948558				
152.4	93.78831093				
152.5	51.69914727				
152.6	42.98017598				
152.7	48.00786125				
152.8	64.8160079				
152.9	91.34635453				
153	116.794212				
153.1	134.9227304				
153.2	144.0761836				
153.3	144.0150399				
153.4	134.6994312				
153.5	114.4057919				
153.6	85.03017122				
153.7	58.28142802				
153.8	46.32651657				
153.9	47.22669204				
154	137.2408191				
154.1	141.2549144				
154.2	130.2785444				
154.3	87.43512931				
154.4	51.81022783				
154.5	48.86973276				
154.6	76.23046194				
154.7	118.4055754				
154.8	135.6506415				
154.9	135.3261847				
155	122.3009508				
155.1	93.36234673				
155.2	85.15836765				
155.3	97.79002158				
155.4	128.5092774				
155.5	132.3766247				
155.6	37.80569066				
155.7	51.11488266				
155.8	100.9286096				
155.9	127.6510973				
156	117.8914528				
156.1	75.89690373				
156.2	63.9582037				
156.3	78.14044487				
156.4	108.2404278				
156.5	123.2263089				
156.6	108.1661046				
156.7	73.45201658				
156.8	62.10010258				
156.9	91.59513286				
157	117.1380163				
157.1	91.8188481				
157.2	67.69414196				
157.3	92.01683628				
157.4	111.8419921				
157.5	82.62653963				
157.6	30.55147204				
157.7	2.865325801				
157.8	21.97598686				
157.9	54.28488362				
158	84.24205486				
158.1	97.53515646				
158.2	101.6313598				
158.3	100.6668188				
158.4	90.13715787				
158.5	71.3736907				
158.6	44.20530846				
158.7	16.35917366				
158.8	-8.147019267				
158.9	-22.00261254				
159	-25.84762037				
159.1	-19.05349119				
159.2	30.80815246				
159.3	76.85064158				
159.4	83.74384185				
159.5	78.24343855				
159.6	56.7788621				
159.7	12.32385988				
159.8	-17.09676131				
159.9	-26.58216369				
160	-22.15191469				
160.1	38.7455245				
160.2	72.3822528				
160.3	67.27210475				
160.4	39.12997631				
160.5	-3.16614511				
160.6	7.182374366				
160.7	63.65404261				
160.8	63.15521834				
160.9	-9.310157501				
161	62.48796159				
161.1	53.77570409				
161.2	-9.673270938				
161.3	9.419006049				
161.4	54.87402876				
161.5	58.91935284				
161.6	22.35497268				
161.7	-23.79772997				
161.8	-33.4234048				
161.9	-30.72168527				
162	-12.32424083				
162.1	13.01858043				
162.2	35.60226461				
162.3	49.72611149				
162.4	55.88008622				
162.5	57.45549101				
162.6	54.61015849				
162.7	46.76704419				
162.8	36.19555504				
162.9	23.70898186				
163	11.96048646				
163.1	4.437619309				
163.2	10.5484841				
163.3	45.76139928				
163.4	58.97790373				
163.5	58.18199131				
163.6	51.01186912				
163.7	22.34594079				
163.8	-1.525312911				
163.9	3.579391604				
164	60.99035046				
164.1	57.01655601				
164.2	-22.45204769				
164.3	-23.64735362				
164.4	6.961429818				
164.5	57.70160351				
164.6	65.0204744				
164.7	50.04890931				
164.8	28.09609023				
164.9	8.531694652				
165	-3.366048735				
165.1	15.23306149				
165.2	69.91284069				
165.3	55.60618192				
165.4	38.09413538				
165.5	70.16570432				
165.6	57.22131628				
165.7	-27.31614659				
165.8	13.98543563				
165.9	53.02263055				
166	62.88511763				
166.1	66.75796815				
166.2	66.91921855				
166.3	62.26358165				
166.4	47.84752919				
166.5	24.05890161				
166.6	-1.345369293				
166.7	-7.883322867				
166.8	50.8964216				
166.9	54.53396743				
167	40.02084735				
167.1	-26.97960897				
167.2	-32.96943191				
167.3	0.648021381				
167.4	40.84720752				
167.5	42.05421322				
167.6	30.52427535				
167.7	4.54868748				
167.8	-24.4910977				
167.9	-39.1233853				
168	-31.75675925				
168.1	23.07071264				
168.2	30.41087837				
168.3	30.39732999				
168.4	22.61611827				
168.5	-24.55034548				
168.6	-42.21850432				
168.7	-33.20169082				
168.8	30.43479327				
168.9	25.09242647				
169	-26.11427152				
169.1	-19.74846438				
169.2	34.83083403				
169.3	19.37373398				
169.4	-24.67022124				
169.5	-44.4817673				
169.6	-3.893426361				
169.7	40.24477474				
169.8	42.86784333				
169.9	14.59023712				
170	-57.82795434				
170.1	-56.06370028				
170.2	-33.76155732				
170.3	-7.991814002				
170.4	14.00636739				
170.5	30.54155602				
170.6	41.58059699				
170.7	48.11283053				
170.8	51.82713933				
170.9	52.91401784				
171	51.90224373				
171.1	48.10500919				
171.2	40.73203517				
171.3	27.61678065				
171.4	8.348473209				
171.5	-21.22514211				
171.6	-56.62553425				
171.7	-75.53056319				
171.8	-67.26119581				
171.9	-40.65763814				
172	-8.784548075				
172.1	14.38716364				
172.2	28.87806004				
172.3	36.26122338				
172.4	35.73638171				
172.5	-70.18009662				
172.6	-88.93853146				
172.7	-70.31520262				
172.8	5.957479858				
172.9	21.23016263				
173	23.78988431				
173.1	20.18005113				
173.2	4.718098873				
173.3	-33.23181918				
173.4	-34.80588706				
173.5	-22.7864146				
173.6	-0.50726399				
173.7	17.04994787				
173.8	20.9155521				
173.9	17.66001106				
174	9.52332781				
174.1	-0.418775727				
174.2	-11.43816292				
174.3	-22.72931907				
174.4	-33.60424115				
174.5	-43.19949575				
174.6	-50.22876895				
174.7	-49.54732216				
174.8	10.4294908				
174.9	37.78094838				
175	40.97491616				
175.1	37.48475428				
175.2	28.6163047				
175.3	13.4641822				
175.4	-3.394926384				
175.5	-16.90136677				
175.6	-21.88841927				
175.7	-12.18336684				
175.8	33.15684127				
175.9	51.82574896				
176	59.45524677				
176.1	60.54782518				
176.2	53.9303585				
176.3	38.68006575				
176.4	16.33984277				
176.5	0.401937341				
176.6	-6.601346719				
176.7	-5.942393325				
176.8	33.29018473				
176.9	73.11282098				
177	72.00179762				
177.1	62.29964247				
177.2	42.20377336				
177.3	29.43841587				
177.4	32.16045674				
177.5	60.17178647				
177.6	78.14876844				
177.7	79.26671538				
177.8	64.72577753				
177.9	45.02059874				
178	34.06263461				
178.1	33.08374509				
178.2	45.98462526				
178.3	68.14275299				
178.4	81.37894998				
178.5	81.90898259				
178.6	73.25471346				
178.7	53.85635465				
178.8	33.92649811				
178.9	21.62572262				
179	25.83663327				
179.1	78.13274304				
179.2	81.43973389				
179.3	70.06511591				
179.4	31.01263185				
179.5	11.62748588				
179.6	9.177292384				
179.7	17.2360471				
179.8	46.72696211				
179.9	66.22682117				
180	72.00844042				
180.1	74.18383242				
180.2	72.84767014				
180.3	64.57076937				
180.4	47.07125092				
180.5	23.94247078				
180.6	18.21780123				
180.7	30.7911236				
180.8	50.38045604				
180.9	58.67894754				
181	57.06673008				
181.1	46.6954917				
181.2	34.03335706				
181.3	19.54035471				
181.4	5.402252479				
181.5	-7.695323868				
181.6	-19.47903294				
181.7	-29.19576659				
181.8	-35.04686525				
181.9	-38.24372065				
182	-38.36972885				
182.1	-35.22078514				
182.2	-28.12678927				
182.3	-12.61461287				
182.4	2.631959516				
182.5	6.053990047				
182.6	-0.412212103				
182.7	-11.8282631				
182.8	-23.66957723				
182.9	-29.04264094				
183	-27.19168686				
183.1	-18.26033987				
183.2	-8.548547847				
183.3	-4.05835802				
183.4	-5.027798303				
183.5	-11.92930293				
183.6	-24.3986279				
183.7	-45.30955529				
183.8	-67.47896103				
183.9	-81.08263292				
184	-86.20647726				
184.1	-86.96333983				
184.2	-82.29396729				
184.3	-70.90009522				
184.4	-54.94435649				
184.5	-32.828567				
184.6	-11.26369206				
184.7	2.625978367				
184.8	8.770311745				
184.9	9.777495734				
185	5.144272626				
185.1	-3.752485179				
185.2	-14.34384006				
185.3	-25.6653304				
185.4	-37.06294885				
185.5	-45.89536087				
185.6	-51.59037688				
185.7	-53.30712321				
185.8	-50.66801964				
185.9	-39.00547391				
186	-4.608640982				
186.1	15.65493037				
186.2	22.4534441				
186.3	25.20969464				
186.4	25.24630798				
186.5	21.54740342				
186.6	14.02311493				
186.7	4.731024351				
186.8	-3.831261724				
186.9	-7.490815216				
187	-5.36534718				
187.1	4.773182367				
187.2	18.61691407				
187.3	29.64344338				
187.4	34.59713075				
187.5	36.19813732				
187.6	35.04355633				
187.7	31.07901636				
187.8	21.31675196				
187.9	8.999297701				
188	-2.939834438				
188.1	-4.562515067				
188.2	4.97931196				
188.3	24.36032858				
188.4	39.61008948				
188.5	36.33939565				
188.6	14.35893164				
188.7	39.11373617				
188.8	2.164941969				
188.9	-31.10903934				
189	-32.1939573				
189.1	15.16486143				
189.2	29.61612639				
189.3	29.14264628				
189.4	21.29145549				
189.5	0.559690087				
189.6	-40.69338379				
189.7	-60.4061132				
189.8	-67.47606961				
189.9	-64.1884692				
190	-36.85636467				
190.1	1.862525941				
190.2	17.63646149				
190.3	19.77172929				
190.4	16.48040729				
190.5	8.765387165				
190.6	-3.80914888				
190.7	-19.53669638				
190.8	-33.47289931				
190.9	-40.52194625				
191	-37.07011189				
191.1	-18.76041867				
191.2	6.669100935				
191.3	18.4203397				
191.4	22.5195732				
191.5	19.05282451				
191.6	-0.468854572				
191.7	-38.52275805				
191.8	-66.25833701				
191.9	-74.22936301				
192	-69.91046432				
192.1	-40.60746088				
192.2	-0.570398045				
192.3	18.56226038				
192.4	24.02459475				
192.5	22.07161582				
192.6	15.09802197				
192.7	3.702356995				
192.8	-9.851677545				
192.9	-26.31264702				
193	-39.79267799				
193.1	-50.71859022				
193.2	-58.77452601				
193.3	-62.5888274				
193.4	-62.54007587				
193.5	-57.90259016				
193.6	-49.37778169				
193.7	-38.19139025				
193.8	-24.59869776				
193.9	-13.98931216				
194	-6.452595071				
194.1	-0.432542431				
194.2	3.8495808				
194.3	5.757765353				
194.4	5.653662944				
194.5	3.746251771				
194.6	-0.552874496				
194.7	-6.062103209				
194.8	-12.48735075				
194.9	-19.00171074				
195	-26.94691504				
195.1	-34.83217111				
195.2	-42.5786311				
195.3	-50.32509108				
195.4	-58.07155107				
195.5	-65.26196977				
195.6	-71.2160935				
195.7	-74.90472824				
195.8	-75.06838634				
195.9	-66.16834074				
196	-46.20407757				
196.1	-28.28937825				
196.2	-21.37885312				
196.3	-24.08967689				
196.4	-31.0268118				
196.5	-39.39811522				
196.6	-49.21869785				
196.7	-58.88341519				
196.8	-68.46343541				
196.9	-76.25227106				
197	-83.11281953				
197.1	-87.04435181				
197.2	-84.2682638				
197.3	-69.67752098				
197.4	-45.48114455				
197.5	-35.76459869				
197.6	-38.02628957				
197.7	-54.07551618				
197.8	-72.57791617				
197.9	-80.33909366				
198	-80.18595136				
198.1	-74.24706459				
198.2	-65.26177567				
198.3	-57.06340549				
198.4	-50.04644717				
198.5	-44.67243282				
198.6	-40.88037397				
198.7	-38.1843754				
198.8	-36.25525815				
198.9	-35.96407677				
199	-35.88618163				
199.1	-36.64447217				
199.2	-39.35435612				
199.3	-44.1407512				
199.4	-53.91724195				
199.5	-67.63078347				
199.6	-76.93014389				
199.7	-79.61526246				
199.8	-70.08142508				
199.9	-35.93334973				
200	-33.17366816				
200.1	-38.41549532				
200.2	-48.46093271				
200.3	-59.09691465				
200.4	-63.66823199				
200.5	-59.71649406				
200.6	-41.02545674				
200.7	-31.33502414				
200.8	-28.3284334				
200.9	-28.49946491				
201	-30.65069151				
201.1	-38.9457748				
201.2	-50.45876339				
201.3	-57.46829762				
201.4	-55.88275889				
201.5	-31.15187767				
201.6	-23.84971222				
201.7	-36.38640771				
201.8	-65.41738354				
201.9	-76.91150619				
202	-71.14299401				
202.1	-40.70116611				
202.2	-28.03013317				
202.3	-22.93997961				
202.4	-18.6437577				
202.5	-16.47798301				
202.6	-15.32271255				
202.7	-14.83750074				
202.8	-14.79195424				
202.9	-14.68082318				
203	-15.2642826				
203.1	-16.02369978				
203.2	-17.06975135				
203.3	-18.85997009				
203.4	-21.20753302				
203.5	-23.73048578				
203.6	-26.29049442				
203.7	-29.09665332				
203.8	-32.33641345				
203.9	-35.57617358				
204	-38.95721675				
204.1	-43.13699448				
204.2	-47.31677222				
204.3	-51.43835955				
204.4	-55.54643909				
204.5	-59.55943928				
204.6	-63.53791316				
204.7	-67.18965842				
204.8	-70.50691707				
204.9	-72.92564011				
205	-74.38373483				
