# Age (kyr)	GMGSL (m)Miller et al. (2024)
2.616727	-8.6549
2.618634	-9.9846
2.620951	-10.4150
2.623520	-4.1384
2.626425	-5.4629
2.629330	-7.2312
2.632200	-16.5730
2.634526	-14.7704
2.636852	-38.3334
2.639178	-15.6203
2.641503	-25.8175
2.643820	-25.3453
2.646149	-26.6476
2.648560	-18.1984
2.650970	-14.6338
2.653776	-12.3997
2.656786	-1.7756
2.659797	6.1770
2.662627	0.8875
2.665032	0.0118
2.667438	-3.5028
2.669848	2.2203
2.672259	-7.4381
2.674669	-4.3548
2.676876	-15.7434
2.678802	-10.4715
2.680728	-24.9021
2.682654	-31.0013
2.684483	-28.3527
2.686221	-24.8362
2.687958	-18.2702
2.689695	-11.7136
2.691423	-13.8811
2.692814	-16.0480
2.694361	-15.5999
2.695908	-26.4591
2.697454	-25.1357
2.698998	-22.5110
2.700541	-27.7018
2.701930	-28.1171
2.703477	-27.6626
2.705023	-29.8074
2.706724	-18.0973
2.708271	-19.8132
2.709817	-13.3145
2.711342	-12.0083
2.713002	-33.5773
2.714515	-5.5186
2.715877	-12.8415
2.717431	-20.1534
2.718961	-17.5555
2.720490	-21.8430
2.722060	-17.5283
2.723555	-16.6561
2.725104	-11.4927
2.726847	-29.0647
2.728591	-19.6133
2.730334	-22.1650
2.732583	-14.4426
2.735002	13.3410
2.737499	7.3521
2.740554	14.1582
2.743608	6.4802
2.746729	8.1692
2.751078	2.2177
2.753367	6.4481
2.757942	-0.7483
2.760000	-1.1699
2.762286	-7.9131
2.764344	-5.8006
2.766859	-9.1585
2.769137	-9.1491
2.771267	-15.8534
2.773397	-5.3598
2.775743	-5.3548
2.777235	0.0862
2.778942	1.3390
2.780648	1.7544
2.782354	-1.1688
2.784415	-7.0039
2.786634	-1.1690
2.789592	-5.7418
2.793420	-6.9778
2.796653	-18.9814
2.798747	-5.7208
2.801059	-22.6622
2.802793	-35.0330
2.804238	-23.0407
2.805972	-24.2587
2.807417	-24.2420
2.809411	-23.8074
2.812612	-12.2630
2.815622	-8.9623
2.819137	-10.1765
2.822185	-4.0244
2.828074	-3.6036
2.830623	-5.6359
2.832885	-4.4074
2.834863	-9.2832
2.836871	-9.2731
2.838879	-12.9173
2.841087	-17.3644
2.843227	-10.0516
2.845111	-11.6610
2.846808	-16.1010
2.848692	-16.0856
2.850385	-10.4159
2.852267	-19.2857
2.854336	-4.7463
2.856233	-6.3515
2.858075	-3.5247
2.859868	-2.3119
2.861576	-4.3178
2.863284	3.3238
2.864821	-8.3226
2.866358	-0.2867
2.868069	-1.4864
2.869609	-3.8878
2.871319	-4.2822
2.873030	-11.8828
2.874909	-17.0717
2.876561	-16.2579
2.878191	-21.0399
2.879821	-19.8259
2.881747	-11.0275
2.883561	-12.2128
2.885421	-11.0048
2.887352	-5.8145
2.889206	-7.0008
2.890875	-4.6057
2.892819	-3.8028
2.894794	-3.0010
2.896769	-1.0087
2.898745	-8.1468
2.900720	-6.5507
2.902843	-4.1632
2.904764	-1.7796
2.906492	-6.5257
2.908413	-11.2662
2.910142	-12.8388
2.912062	-12.4322
2.913983	-10.4459
2.916096	-14.3839
2.918019	-15.9511
2.919942	-19.4892
2.921672	-16.7169
2.923403	-14.3415
2.925201	-11.9680
2.927118	-2.1149
2.929277	-4.0776
2.931886	0.6491
2.935648	1.8336
2.939937	-0.5173
2.945042	14.0008
2.948804	5.7651
2.951276	4.9815
2.953216	8.1140
2.954675	-5.1966
2.954918	3.0242
2.956133	-1.6718
2.957106	-9.1053
2.957349	-2.4531
2.959537	3.0251
2.961063	1.0701
2.961645	-2.0575
2.963005	2.6344
2.963588	9.2791
2.964753	-5.1813
2.965530	-11.4323
2.967464	-2.4438
2.969381	-2.4426
2.971299	-9.4687
2.973217	-12.1980
2.975134	-1.6597
2.977053	-3.9999
2.978972	2.6305
2.980892	17.4449
2.982812	3.0179
2.984732	13.1485
2.986650	11.9758
2.988604	8.0767
2.990630	6.1264
2.992655	3.0088
2.995115	-3.2219
2.998777	-5.1696
3.000733	-8.6736
3.002781	-8.2899
3.005223	-6.7411
3.007665	-19.9672
3.010367	-7.1453
3.013080	-16.0923
3.016057	-6.3868
3.018559	-5.6185
3.021061	-6.4045
3.023091	-8.7421
3.025090	-7.1961
3.027089	-1.3797
3.029088	-4.1056
3.031088	12.5780
3.033087	7.9102
3.035098	6.7362
3.037317	7.5017
3.039535	5.9387
3.041754	0.1081
3.043973	2.0375
3.045970	-7.6702
3.048190	0.8536
3.050411	-11.9567
3.052633	-2.6585
3.055074	8.5762
3.057240	6.2383
3.059404	-1.5280
3.061568	12.0321
3.063732	9.6943
3.065896	5.0305
3.068572	9.2810
3.071280	12.7554
3.073983	5.7635
3.076686	6.9121
3.079394	6.5101
3.082101	6.8833
3.084685	-3.9821
3.087265	0.2676
3.089852	-1.2961
3.092439	-4.4096
3.095026	0.2269
3.097612	-5.9863
3.100191	3.2995
3.102778	7.9352
3.105365	-1.7644
3.107952	4.4208
3.110538	-7.9896
3.113117	3.6189
3.115704	-7.6283
3.118291	-1.4437
3.120878	-16.1755
3.123455	-1.0826
3.126042	-1.4830
3.128630	-12.7270
3.131217	-12.3521
3.133419	-15.8476
3.135487	-23.6015
3.137589	-20.5132
3.139767	-20.5228
3.142242	-8.5318
3.144723	-7.7690
3.147019	-10.8763
3.149953	1.4970
3.153051	-0.4529
3.156149	4.5637
3.159247	-0.8684
3.162345	-1.2692
3.165443	-0.5091
3.168355	-7.0979
3.170831	-5.9475
3.173555	-5.1849
3.178516	-10.6176
3.180997	-7.1469
3.183489	-5.2232
3.186587	3.6550
3.189437	4.4163
3.192851	5.1753
3.196550	-1.7923
3.201103	2.8262
3.205940	-5.6839
3.207363	-6.8459
3.209640	3.1822
3.212770	-3.7735
3.215330	2.7776
3.217892	1.6125
3.219883	0.4497
3.220759	-2.2519
3.223007	-6.1128
3.223650	4.6798
3.224294	1.9795
3.225902	2.7459
3.227511	3.1268
3.227832	3.8966
3.228476	-1.4998
3.230593	-0.7342
3.231680	4.6563
3.235737	0.4097
3.240161	0.4004
3.244585	-1.1469
3.249009	8.0743
3.252466	1.1477
3.255814	8.0581
3.258908	3.8269
3.263020	2.6694
3.268092	6.4992
3.272697	3.8095
3.277763	0.7414
3.281914	0.7410
3.286061	-3.4658
3.288611	-25.6381
3.292686	-22.9428
3.296454	-15.2880
3.299872	-17.5639
3.303153	-25.5562
3.306433	-18.2944
3.309699	-11.4219
3.316024	-7.9709
3.319055	-9.0988
3.322332	-7.1847
3.325608	-1.0978
3.328611	-11.7072
3.330929	-2.2170
3.333025	-25.6986
3.335122	-18.4834
3.337093	-25.6586
3.339027	-14.2896
3.340962	-16.9220
3.342897	-16.9057
3.344832	-17.6447
3.346854	-10.4530
3.349268	-14.2086
3.351681	-10.0402
3.354100	-7.7608
3.356519	-8.1200
3.358938	-17.5099
3.361353	3.9510
3.363765	-3.9301
3.366184	0.5932
3.368603	0.9826
3.371021	0.2468
3.373431	-0.4875
3.375850	1.4009
3.378268	-1.9514
3.380687	1.4319
3.382668	0.3241
3.384601	-13.1055
3.386561	-0.0210
3.388578	-4.1081
3.390596	0.3825
3.392614	-3.3263
3.394631	1.1586
3.396649	12.3327
3.398605	10.1106
3.400498	-5.8523
3.402392	-7.3168
3.404286	-0.6180
3.406176	-2.0834
3.408056	0.5284
3.409936	0.1752
3.411655	5.3712
3.413329	-1.6415
3.414959	0.2229
3.416463	-1.9783
3.417967	-6.7609
3.419471	-2.3149
3.420975	-4.8793
3.422482	-8.9144
3.423988	-5.9472
3.425495	-5.5598
3.427001	-1.4939
3.428505	-3.6827
3.430009	1.1126
3.431513	1.4959
3.433018	11.0538
3.434634	4.4633
3.436306	7.4117
3.437961	10.3562
3.439789	10.7360
3.441617	11.8470
3.443445	8.9365
3.445370	-3.4628
3.447323	3.1320
3.449276	5.7060
3.451229	3.1762
3.453465	9.7528
3.455897	12.3193
3.458337	5.0755
3.460778	8.7309
3.463220	4.0440
3.465661	0.8157
3.468094	4.8269
3.470113	8.8255
3.472066	8.4852
3.474019	6.3425
3.475972	17.8959
3.477923	11.7893
3.479874	9.6502
3.481824	12.1867
3.483775	11.8468
3.485725	8.2797
3.487676	5.4363
3.489626	7.6105
3.491772	10.4985
3.493333	7.2998
3.493723	10.1632
3.494309	10.5272
3.495481	9.4908
3.495481	9.8266
3.497050	9.1318
3.498854	16.2822
3.501460	10.6103
3.503462	15.2569
3.505465	8.8819
3.507467	13.1667
3.509269	12.1228
3.511917	11.4455
3.515360	8.3063
3.518489	5.1741
3.521305	-6.0578
3.524122	1.3931
3.527075	6.3654
3.530409	4.3136
3.534076	15.5776
3.537781	11.0779
3.541173	6.9402
3.544523	3.8616
3.547508	6.0008
3.550492	7.4396
3.553477	8.5279
3.556462	7.8837
3.559446	5.5152
3.562431	7.6369
3.565416	8.7194
3.568401	12.5482
3.571385	15.6787
3.574370	8.1797
3.577528	9.2583
3.580715	2.4813
3.583900	4.5892
3.587083	0.5652
3.590266	8.7841
3.593449	10.5321
3.596716	11.9369
3.599999	9.6190
3.603285	5.2841
3.606571	11.0702
3.609854	20.5371
3.613136	14.5259
3.616524	11.5526
3.620215	3.2384
3.623909	2.3026
3.627606	2.7032
3.631297	-4.5575
3.634899	5.4905
3.638185	14.5067
3.640485	13.2071
3.644754	14.2521
3.648036	13.9588
3.651318	17.6286
3.654568	14.3611
3.657781	9.7820
3.660993	5.8705
3.664527	2.9569
3.667741	0.7007
3.671600	2.7203
3.675138	5.0571
3.678351	6.4018
3.682022	13.6340
3.685827	13.0100
3.689633	22.1788
3.693440	9.4765
3.697597	10.8096
3.700985	16.3680
3.704553	11.1770
3.708122	8.2673
3.711691	6.0090
3.715259	5.0507
3.718723	9.6147
3.721765	17.4213
3.724503	11.5811
3.727241	13.5358
3.730283	19.7103
3.733021	15.1681
3.735759	15.4953
3.738498	15.1723
3.741543	15.4976
3.744283	12.9000
3.747042	8.0285
3.750223	14.1943
3.753084	14.5153
3.755946	17.4339
3.758807	20.6775
3.761987	18.3970
3.767508	21.6347
3.770300	15.4482
3.773510	8.6041
3.776398	5.3353
3.780249	4.0106
3.784101	14.0881
3.787955	14.3940
3.792621	9.7989
3.796181	10.7543
3.800808	8.4334
3.805079	9.7083
3.809350	6.7260
3.813900	11.2748
3.819110	13.8574
3.823913	12.5037
3.829016	4.2303
3.833120	0.8890
3.833867	8.7898
3.837972	16.3367
3.842076	20.5969
3.845436	22.2258
3.849443	22.5291
3.853662	10.5679
3.857891	19.8153
3.862023	18.1213
3.865369	10.1108
3.869055	9.0716
3.872209	5.3700
3.876081	4.9882
3.880012	15.2943
3.883588	14.2569
3.886450	8.8738
3.888953	18.8931
3.891097	10.4963
3.893597	7.7858
3.896455	11.1089
3.900742	12.4072
3.903243	10.3633
3.906101	14.0348
3.906816	14.0277
3.909677	14.3366
3.910393	14.3297
3.913254	11.7451
3.913254	4.1836
3.916075	10.2241
3.918535	7.1578
3.921348	9.1535
3.924511	12.8404
3.928729	13.8148
3.933236	17.8408
3.937301	18.1459
3.941365	5.2008
3.944577	7.8845
3.947439	5.4721
3.950513	7.8215
3.953497	16.3091
3.955700	12.8812
3.958299	7.0581
3.960732	8.0567
3.963164	8.0321
3.966261	7.3175
3.969575	4.8903
3.972889	7.9352
3.976865	0.3622
3.980179	6.1510
3.983051	-4.5066
3.985260	0.6126
3.987969	2.9858
3.990457	-2.5331
3.992943	1.9047
3.994724	-4.9856
3.997053	-14.2932
4.000031	-10.5481
4.003025	-4.7276
4.005907	-6.8177
4.009260	11.4077
4.012308	0.7077
4.015049	-4.8280
4.017789	3.0819
4.020834	5.4764
4.023879	10.9797
4.026923	14.0707
4.030152	4.7272
4.033925	4.0128
4.037434	10.2151
4.040970	6.3914
4.044511	-1.2418
4.048262	-6.1125
4.052192	-3.7148
4.056122	-4.0863
4.060052	-2.0313
4.063983	-4.1351
4.067916	3.4723
4.071947	3.4512
4.075978	8.6371
4.080972	6.5307
4.086413	10.3264
4.092021	5.7846
4.096438	6.1122
4.100472	10.6145
4.103877	7.8183
4.107650	7.4545
4.111201	3.2645
4.114925	0.8122
4.118396	4.2774
4.121867	13.6621
4.124504	17.1339
4.127105	11.5533
4.129470	10.4996
4.131816	9.0975
4.133690	6.6520
4.135565	6.9929
4.137439	4.8952
4.138840	16.3868
4.140650	14.9868
4.142698	5.9196
4.144746	8.0024
4.147086	9.7361
4.149427	10.4244
4.152226	3.7907
4.155350	2.3837
4.158802	2.0212
4.162581	4.7959
4.166674	16.6389
4.170768	15.9271
4.175407	15.2132
4.180017	12.7543
4.184621	10.2945
4.187841	15.1697
4.191092	7.8267
4.193256	13.7540
4.195420	10.9528
4.197224	12.3429
4.199030	6.7486
4.201559	11.2792
4.203822	11.2708
4.207661	8.1122
4.213767	14.7279
4.216546	4.9319
4.219011	11.2133
4.221230	-1.3797
4.223388	13.6436
4.224958	12.5888
4.226733	13.2813
4.228114	11.1779
4.229691	9.4231
4.231860	1.7197
4.234230	2.4087
4.236859	6.2451
4.240146	12.1793
4.242835	12.1683
4.245524	4.4568
4.248213	5.8447
4.251263	-3.6233
4.254496	-4.6911
4.258053	5.4484
4.261612	1.5767
4.264848	1.5597
4.268294	4.6964
4.271391	1.8750
4.275260	12.3768
4.280130	13.7357
4.280130	13.4063
4.285187	17.9462
4.292206	6.6713
4.296084	-1.7873
4.299256	5.9262
4.302782	6.6078
4.305787	9.4041
4.308609	11.8512
4.311421	1.6225
4.314290	3.3629
4.317167	11.8002
4.320045	17.4235
4.322911	15.9970
4.325789	21.2733
4.328666	13.8454
4.331544	-1.3597
4.334894	13.4523
4.338128	21.9166
4.342081	15.5271
4.345878	11.9616
4.349939	9.4514
4.353965	21.4758
4.357842	4.7737
4.361720	11.8408
4.365597	-0.6320
4.369475	5.3733
4.373352	8.8957
4.377229	6.7210
4.381107	4.1847
4.384772	4.8588
4.387639	9.4728
4.390506	11.9476
4.393372	9.0576
4.396228	-0.2839
4.399045	6.1311
4.401778	6.0998
4.404785	-0.3975
4.407519	5.6732
4.409968	-1.5477
4.412702	6.6897
4.415162	10.9815
4.417529	6.9913
4.420064	-0.9748
4.422422	2.9604
4.425035	6.5368
4.427647	11.9268
4.430260	9.7262
4.432865	4.2616
4.435474	16.5509
4.438087	7.4534
4.440699	-4.2035
4.443307	9.2013
4.445632	5.5329
4.447722	18.6110
4.449812	8.0234
4.452110	9.8155
4.454199	18.1830
4.456287	10.8563
4.458166	0.9622
4.460253	5.3173
4.462341	22.8603
4.464637	12.2132
4.466724	9.6191
4.468812	12.5269
4.470691	11.7682
4.472780	17.2559
4.474661	16.4993
4.476751	11.6879
4.478841	10.9227
4.481518	18.2661
4.484717	8.6240
4.487982	10.7951
4.491425	8.1520
4.495122	9.2084
4.498818	0.6007
4.502604	7.2323
4.506739	16.4936
4.510873	6.7233
4.515421	6.2725
4.519952	14.8302
4.523919	-1.7718
4.527129	-5.6063
4.529513	-0.3810
4.531292	-7.5890
4.533524	-1.5966
4.535779	-0.8876
4.538566	7.3876
4.541627	8.8535
4.545254	4.2350
4.546928	11.8105
4.548044	12.1746
4.549439	8.7275
4.550834	5.2757
4.551671	6.4043
4.553895	6.3659
4.556682	6.3177
4.560777	5.8641
4.561310	-0.6556
4.563444	8.1177
4.565384	4.2489
4.567303	4.9821
4.569221	1.4882
4.571140	4.9139
4.572419	-7.8144
4.574421	-4.3936
4.576219	-13.3050
4.577218	-8.7005
4.577817	0.5495
4.579216	-6.8172
4.580816	-2.6021
4.582950	-0.3253
4.585796	4.2677
4.588108	0.3478
4.589808	-3.1792
4.591202	-0.4893
4.593119	1.0281
4.596258	3.6943
4.599400	0.9095
4.601842	3.2059
4.603271	7.8683
4.604699	-0.3623
4.606127	2.7395
4.607425	-0.0230
4.608596	-0.4366
4.610096	-6.3425
4.611940	-8.7352
4.613785	0.6428
4.615517	-17.0636
4.617561	0.5741
4.619605	-4.9714
4.621785	2.8611
4.623965	10.7087
4.625946	-1.1543
4.627925	-5.1394
4.629903	1.1446
4.631881	-12.3374
4.633678	1.4758
4.635791	-6.8792
4.637904	-2.1636
4.640017	6.9258
4.642131	0.9379
4.644242	10.4434
4.646564	7.2310
4.648674	6.0072
4.650785	4.3832
4.653107	-7.2184
4.655218	-7.2584
4.657328	-3.3029
4.659439	-0.5403
4.661159	2.2327
4.663137	4.6054
4.665116	2.1740
4.667314	6.1515
4.669953	8.1236
4.672814	3.6695
4.676555	8.0432
4.682492	12.0031
4.687765	-10.6589
4.689825	-13.5221
4.690855	-9.9037
4.691885	-11.1336
4.693121	-8.3240
4.694563	0.1485
4.696406	1.7431
4.698240	-5.5703
4.699891	-2.7583
4.700808	-8.4452
4.701908	-9.2730
4.702458	-8.8761
4.703375	-4.0230
4.704291	-6.4700
4.707036	3.2346
4.712626	-4.5556
4.715102	-4.1816
4.716586	1.0908
4.717904	-7.0682
4.719372	-4.2367
4.721788	-3.8596
4.723885	2.2315
4.725337	0.9920
4.726466	2.2039
4.727112	-5.5571
4.728080	-12.5086
4.729048	-8.4391
4.731303	-9.6935
4.735653	-8.5224
4.737606	-13.8643
4.738861	-1.6051
4.739758	-4.0701
4.740833	0.4212
4.742805	2.0398
4.742985	0.8095
4.744777	-0.8466
4.747156	3.4911
4.747156	0.3598
4.749331	6.0802
4.749726	1.1558
4.750517	-2.5427
4.751505	-10.3466
4.751716	-1.3236
4.751927	-0.9153
4.754037	4.4006
4.755935	-0.1310
4.757623	7.2464
4.759311	7.2339
4.760788	6.4013
4.762900	-0.6018
4.765013	0.2030
4.767547	-7.6326
4.771558	-12.6071
4.781473	-10.6339
4.785341	-0.3565
4.787404	6.2288
4.789749	0.0285
4.791860	1.2538
4.793963	0.8292
4.795369	8.2504
4.797479	9.4788
4.800115	3.2738
4.803630	-1.2856
4.808319	5.3022
4.813596	0.3231
4.816407	-10.0192
4.818243	-1.7606
4.819292	-0.5243
4.820604	-0.5288
4.821391	-3.4246
4.822440	5.2522
4.823489	0.7022
4.824790	6.0721
4.826462	16.4019
4.830032	10.6057
4.842354	10.9949
4.844190	-11.3271
4.845763	-14.6346
4.847337	-12.5688
4.848648	-24.1403
4.850484	-19.1810
4.853397	-15.0479
4.857872	-15.8706
4.861069	-12.9756
4.862784	13.8668
4.863455	0.6536
4.864364	-9.2549
4.864860	1.0673
4.866101	0.2426
4.866349	-2.2341
4.868087	2.7209
4.869328	0.6584
4.870569	10.9763
4.871809	1.8993
4.873050	3.5511
4.873795	11.3900
4.875532	7.2662
4.876029	6.4418
4.878262	0.6717
4.881136	-0.9715
4.884125	-1.7883
4.887113	-7.9586
4.889830	-7.5364
4.892068	-16.1718
4.894508	-19.0389
4.897414	-18.6094
4.899347	-22.2979
4.901245	-18.1732
4.902971	-14.4626
4.904351	-7.4687
4.905904	-16.9083
4.907632	-5.3973
4.909359	-1.2825
4.911087	0.3676
4.912987	6.5308
4.914712	5.7169
4.916438	2.4436
4.917991	-1.2383
4.919888	-2.0474
4.921614	2.0591
4.923512	-2.8449
4.925065	-1.1979
4.926790	2.9049
4.928515	0.4596
4.930475	1.2892
4.932434	2.9359
4.934590	0.4968
4.936941	-4.7968
4.938898	-3.5572
4.940660	8.6972
4.942421	-6.3855
4.944242	-5.1471
4.945712	-5.5425
4.949922	-5.5066
4.953666	-3.0325
4.957405	-0.5619
4.960989	3.1223
4.964972	1.9345
4.969353	-4.1106
4.974132	-6.0888
4.977968	7.2976
4.981128	3.6829
4.983234	-4.3783
4.987090	5.3459
4.991652	6.1883
4.997731	10.0219
4.997731	-3.0194
4.999349	9.0653
5.000644	3.4411
5.003881	8.2719
5.007765	5.0672
5.008088	4.2653
5.010677	0.6626
5.014282	2.2791
5.017563	1.8899
5.021368	-4.4968
5.025425	5.1150
5.029727	3.9298
5.034029	7.5324
5.038756	7.9418
5.043913	3.9755
5.047034	3.1906
5.050881	-10.2995
5.054727	-9.0840
5.058573	-4.6991
5.061650	-3.8909
5.066650	1.6741
5.070496	-1.8707
5.073958	1.3054
5.077804	2.1089
5.081650	5.2780
5.086031	-1.4111
5.092165	5.3058
5.096790	13.5782
5.101040	-0.1751
5.104863	13.1931
5.109107	6.1317
5.112740	14.7698
5.115901	17.9087
5.118710	2.2319
5.120705	1.8451
5.122683	4.9836
5.124331	-5.5864
5.125980	-2.8401
5.127298	-3.2276
5.129276	1.0831
5.132314	4.2196
5.133579	1.8753
5.135056	10.4812
5.136744	4.2277
5.138854	22.6012
5.140963	13.2221
5.142949	11.6607
5.144923	20.2545
5.146788	16.7397
5.148611	21.0344
5.150437	12.0561
5.151806	8.5444
5.153403	7.7655
5.154772	1.9144
5.155912	5.8173
5.157279	6.9890
5.158418	2.3098
5.160013	9.3312
5.161607	3.8736
5.163658	3.8759
5.167533	3.8799
5.172024	4.6630
5.175550	0.7708
5.178112	1.1625
5.180034	-9.3488
5.182276	-10.1244
5.184838	-5.8394
5.187726	-2.3340
5.190933	-2.7212
5.194141	-6.6105
5.196804	-4.6639
5.198513	2.7281
5.200222	5.4511
5.201589	18.2874
5.203298	7.0066
5.204665	5.4504
5.206715	5.8389
5.208657	12.0610
5.212072	3.5037
5.216845	7.7791
5.220126	3.1106
5.221916	6.6093
5.223706	6.6080
5.225496	6.6066
5.226988	8.9387
5.228778	9.3261
5.232357	9.3230
5.238324	9.7060
5.242853	5.4217
5.245239	6.5857
5.246975	5.0270
5.248714	6.5809
5.250018	15.1399
5.251540	1.5178
5.264086	3.4405
5.265997	1.4891
5.267734	4.6014
5.269124	16.6750
5.270480	3.0372
5.271567	-14.4990
5.273088	-1.2554
5.274393	6.9253
5.275912	8.0914
5.277428	6.9189
5.279776	6.5238
5.282491	9.2476
5.284934	12.3631
5.287650	11.9679
5.290367	8.4499
5.295168	10.3909
5.300539	3.3453
5.305190	12.3223
5.310199	4.0956
5.310808	7.2235
5.313410	4.0847
5.313670	5.2579
5.316013	3.2925
5.316273	-1.0153
5.318615	3.2829
5.320917	-5.3452
5.321030	-2.5622
5.324030	-1.4003
5.327030	-3.3753
5.330030	-2.6057
5.333040	0.5198
5.336040	0.1131
5.339040	1.6705
5.342040	-5.4207
5.345040	-7.0123
5.348040	2.8087
5.351040	8.3082
5.354040	6.7208
5.357040	2.3714
5.360040	-3.5614
5.363040	-1.2118
5.366040	3.1153
5.369040	5.8665
5.372040	-0.4750
5.375040	0.2984
5.378040	0.2805
5.381040	-1.3226
5.384040	0.6406
5.387040	-2.5520
5.390040	-1.7786
5.393040	-2.9910
5.396040	2.9518
5.399040	1.3427
5.402050	1.3238
5.405050	5.2896
5.408050	-0.7083
5.411050	2.0644
5.414050	0.0486
5.417050	1.6267
5.420050	-1.1927
5.423050	-0.4140
5.426050	-2.8389
5.429050	2.3495
5.432050	0.7252
5.435050	-0.5003
5.438050	-2.1296
5.441050	1.0646
5.444050	1.4463
5.447050	1.0229
5.450050	4.2271
5.453050	-2.2469
5.456050	-10.7502
5.459050	3.7676
5.462050	1.7265
5.465050	-0.3179
5.468050	-1.1503
5.471060	2.0702
5.474060	-4.8478
5.477060	0.4055
5.480060	-0.8351
5.483060	2.8029
5.486060	4.0046
5.489060	0.3199
5.492060	1.5217
5.495060	-0.5385
5.498060	-2.1936
5.501060	-1.3992
5.504060	-14.9164
5.507060	-15.7671
5.510060	-11.7042
5.513060	-1.4871
5.516060	-0.6884
5.519060	1.7534
5.522060	-0.7301
5.525060	-6.0940
5.528060	-2.8276
5.531060	-4.0840
5.534060	-4.1063
5.537060	-7.8377
5.540070	-11.9862
5.543070	-12.4256
5.546070	-10.3874
5.549070	-7.5199
5.552070	-4.2352
5.555070	-0.1188
5.558070	1.1050
5.561070	-0.1545
5.564070	-1.0009
5.567070	-1.8481
5.570070	3.1123
5.573070	2.2668
5.576070	-3.9781
5.579070	-0.6725
5.582070	-1.9362
5.585070	0.1263
5.588070	-0.7217
5.591070	-3.2354
5.594070	-2.4194
5.597070	-2.8524
5.600070	-3.2855
5.603070	-3.3018
5.606080	-2.9008
5.609080	-2.4992
5.612080	-2.0971
5.615080	-1.6945
5.618080	-2.9626
5.621080	-5.0671
5.624080	-4.2465
5.627080	2.0113
5.630080	-5.5313
5.633080	-12.6599
5.636080	1.5544
5.639080	4.4725
5.642080	1.5291
5.645080	-0.9968
5.648080	-2.6858
5.651080	-4.3756
5.654080	-6.4852
5.657080	-5.6605
5.660080	-1.8993
5.663080	1.0246
5.666080	2.2714
5.669080	0.1616
5.672080	-1.9490
5.675090	-3.2205
5.678090	-3.6527
5.681090	-1.1451
5.684090	-1.1568
5.687090	-4.9493
5.690090	-4.1210
5.693090	-0.3510
5.696090	0.8985
5.699090	-5.8375
5.702090	-9.2122
5.705090	-9.2242
5.708090	-9.6566
5.711090	-7.9864
5.714090	3.3564
5.717090	5.0281
5.720090	6.7002
5.723090	2.4837
5.726090	0.3699
5.729090	0.7800
5.732090	0.7695
5.735090	-1.3446
5.738090	-4.3005
5.741090	-8.9396
5.744100	-18.6286
5.747100	-17.7980
5.750100	-16.1256
5.753100	-17.8197
5.756100	-11.9387
5.759100	-4.3739
5.762100	-9.4345
5.765100	-10.2865
5.768100	-4.4048
5.771100	-3.1524
5.774100	-4.4251
5.777100	-1.9101
5.780100	0.6050
5.783100	-2.3512
5.786100	-3.2029
5.789100	-7.4214
5.792100	-20.8981
5.795100	-13.3328
5.798100	-1.1387
5.801100	0.1138
5.804100	3.0494
5.807100	0.5146
5.810100	-3.2823
5.813110	-1.1883
5.816110	-6.2471
5.819110	4.2616
5.822110	0.4651
5.825110	-1.6482
5.828110	3.3903
5.831110	6.7458
5.834110	-7.1457
5.837110	-10.9408
5.840110	-2.1171
5.843110	-3.3884
5.846110	-0.8744
5.849110	1.6394
5.852110	2.0504
5.855110	4.1433
5.858110	3.7132
5.861110	-0.9218
5.864110	-5.5562
5.867110	-9.3494
5.870110	-5.1541
5.873110	-0.5387
5.876110	-1.3887
5.879110	-1.8183
5.882120	-0.1461
5.885120	1.5261
5.888120	1.5169
5.891120	1.0874
5.894120	0.2376
5.897120	-2.2930
5.900120	-4.8235
5.903120	-7.3537
5.906120	-7.7827
5.909120	-8.2116
5.912120	-7.8001
5.915120	-6.5483
5.918120	-5.2964
5.921120	-4.0447
5.924120	-3.2132
5.927120	-2.3817
5.930120	-1.9704
5.933120	-1.5590
5.936120	-1.1477
5.939120	-0.7363
5.942120	-2.8456
5.945120	-5.3750
5.948120	-7.4842
5.951130	-7.9131
5.954130	-7.9219
5.957130	-7.9307
5.960130	-7.5194
5.963130	-7.5282
5.966130	-7.9572
5.969130	-8.8064
5.972130	-10.0757
5.975130	-7.9841
5.978130	-2.9514
5.981130	-1.2797
5.984130	-0.4483
5.987130	-0.0370
5.990130	-0.0460
5.993130	-5.9378
5.996130	-10.1493
5.999130	-10.1588
6.002130	-6.3775
6.005130	-3.0128
6.008130	-3.0102
6.011130	-1.7467
6.014130	3.7206
6.017140	2.0419
6.020140	2.0446
6.023140	-2.5778
6.026140	-4.6780
6.029140	-2.1528
6.032140	-0.0478
6.035140	-0.0455
6.038140	-3.4084
6.041140	-2.9859
6.044140	-2.9841
6.047140	-5.9278
6.050140	-7.6099
6.053140	-8.0297
6.056140	-2.5569
6.059140	1.2333
6.062140	0.3931
6.065140	-3.8162
6.068140	-6.7632
6.071140	-1.7083
6.074140	-1.7072
6.077140	-8.8689
6.080140	-11.8190
6.083140	-12.6628
6.086150	-10.9777
6.089150	-6.3410
6.092150	-3.8111
6.095150	-6.3417
6.098150	-2.9675
6.101150	-2.1236
6.104150	-1.2795
6.107150	-4.6561
6.110150	-8.4562
6.113150	-13.5247
6.116150	-6.7699
6.119150	-5.9264
6.122150	-3.3925
6.125150	-5.5064
6.128150	-2.9715
6.131150	-3.8179
6.134150	-2.5503
