method,slope,intercept,r,r2,p_naive,n,neff_ar1,p_ar1,notes
OLS,-0.9931201737553235,-22.649648514275846,-0.17161435075938913,0.029451485386566646,0.22379640107369247,52,32.75324358906396,0.34156521468505996,first-difference
RMA,-5.786929644058273,-10.097703736793187,-0.17161435075938913,0.029451485386566646,0.22379640107369247,52,32.75324358906396,0.34156521468505996,first-difference
ODR,-32.742736330895134,60.48245243401535,-0.17161435075938913,0.029451485386566646,0.22379640107369247,52,32.75324358906396,0.34156521468505996,first-difference
Theil-Sen_robust,-0.9080775732875788,-31.942209265091336,-0.17161435075938913,0.029451485386566646,0.22379640107369247,52,32.75324358906396,0.34156521468505996,first-difference
