,gross_atmospheric_outflux_with_unbiased_rifts,gross_atmospheric_outflux_with_unbiased_rifts,gross_atmospheric_outflux_with_unbiased_rifts,gross_plate_influx_with_sed_unbiased_rifts,gross_plate_influx_with_sed_unbiased_rifts,gross_plate_influx_with_sed_unbiased_rifts,net_atmospheric_outflux_with_sed_unbiased_rifts,net_atmospheric_outflux_with_sed_unbiased_rifts,net_atmospheric_outflux_with_sed_unbiased_rifts
,min,mean,max,min,mean,max,min,mean,max
Age (Ma),,,,,,,,,
17,122.41198199988555,154.3484370803937,185.57003300555695,226.1690288034047,230.55719251464524,236.4605955570651,-112.53337422600022,-76.20875543425154,-39.08375646666843
18,121.32506222467072,154.02179288516027,185.16250877309292,226.2192699058037,230.66062573781497,236.63926009382934,-113.7769193451555,-76.6388328526547,-39.519482608707676
19,121.25545565124233,153.95218631173188,185.09290219966454,226.05996002493788,230.49934654555216,236.54023234013684,-113.6832774149241,-76.54716023382028,-39.36555855130294
20,120.58350825503766,153.2802389155272,184.42095480345986,226.58207982711335,231.02947804460328,237.1253407271226,-114.89336800705556,-77.74923912907607,-40.512660558624106
21,119.40903335477307,151.92070605214664,184.45166687110003,229.03602221546802,233.51792395586736,240.1945998170695,-118.59079234149362,-81.59721790372072,-42.38958122356519
22,115.21614068660904,151.9755428967696,184.2265488165426,231.83852389994775,236.30001050497228,242.73313379137184,-125.54535642338777,-84.32446760820267,-45.640338402030125
23,114.57001502289559,152.58859617597017,185.40108707745352,235.69594825995924,240.3153647080827,247.1524263392981,-130.36476613331058,-87.72676853211254,-48.077215999413795
24,114.93268562572999,154.18314023735985,187.5378343904083,237.86294056885058,242.52242621100527,249.41090974079964,-132.24922622742997,-88.33928597364542,-48.09610829080259
25,115.03409805609354,154.28455266772337,187.41269062401082,241.57394021581436,246.21560103495943,253.10408456475386,-135.82316379801097,-91.93104836723606,-51.914426881154185
26,114.5037620221556,154.87404324877537,189.27259125102375,241.5552786200065,246.20264373939693,253.03962175929985,-136.34624683663176,-91.32860049062157,-50.09307446847026
27,115.01519724652192,157.07858389409714,193.85695053239132,243.05048524679464,247.69780685887406,254.47331582986948,-137.32993122443156,-90.61922296477692,-47.06534735548732
28,114.50504685608126,162.28422978558564,196.70981162377075,243.31038891679438,247.93102769275097,254.75720452827133,-138.0466196126263,-85.64679790716534,-44.39503923345987
29,115.56350259046732,162.42113005748726,196.84671189567234,244.11277323616164,248.80200372443917,255.40418116928757,-137.92773162224938,-86.38087366695191,-45.35311438391844
30,117.13473327051906,162.8602088365545,197.84167650195184,244.62486436253616,249.38345434333155,256.0849618751531,-137.00731105360788,-86.52324550677704,-44.84027030955815
31,119.16447705557431,163.3004902246525,197.8545128102044,243.33037583987888,248.09479364447682,254.79630117629836,-133.69473439350045,-84.79430341982433,-43.53877330245089
32,118.92402491199914,163.3626354784433,197.8910517447351,224.38800191458,229.167779206909,236.00333135251893,-115.02353158723884,-65.80514372846568,-24.441175316563942
33,118.93974101073056,162.59768941308735,194.49696481419028,221.96129172700392,226.86487461502904,233.70826621213087,-112.8287164923236,-64.26718520194169,-25.524518203736932
34,118.18281103652225,158.74266217511416,192.99181147932515,217.8616403078129,222.72792734765613,229.6366657615548,-109.41140335097711,-63.98526517254197,-22.82737745443231
35,112.00928867740886,150.2024794205579,183.50492432387725,204.63429743711117,209.28065314969888,215.89182705121226,-101.91772018487772,-59.078173729140985,-19.16455492430825
36,110.36340191813765,148.54257956778235,181.43550400774768,197.30664691011356,202.06173849693909,208.7095016460699,-96.45342816562696,-53.51915892915673,-13.978471340060594
37,108.53622383329414,141.96844477948622,177.02891817962066,193.98267244037507,198.77421345527824,205.49319549979546,-95.02953063688727,-56.805768675792024,-15.026313231140364
38,104.97520550578766,139.8361436344989,174.79577804492152,188.59320141872325,193.49203197891495,200.33861391355833,-93.415657033319,-53.65588834441604,-11.84967199935005
39,103.07352311025413,136.9183882482336,169.57769246643866,184.14163533345862,189.11049815786458,196.0254693630699,-91.00583787201641,-52.19210990963097,-12.617834486220602
40,101.01207756985579,131.9166010884867,166.40455027905517,177.75534267554013,182.67356038011397,189.56637702642246,-86.57970051483201,-50.75695929162728,-9.376193454750307
