Age (Ma),time,ridge_outflux_min,ridge_outflux_mean,ridge_outflux_max,subduction_outflux_min,subduction_outflux_mean,subduction_outflux_max,carbonate_platform_outflux_min,carbonate_platform_outflux_mean,carbonate_platform_outflux_max,rift_outflux_non_biased_min,rift_outflux_non_biased_mean,rift_outflux_non_biased_max,rift_outflux_biased_min,rift_outflux_biased_mean,rift_outflux_biased_max,intraplate_volcanism_outflux_min,intraplate_volcanism_outflux_mean,intraplate_volcanism_outflux_max,gross_atmospheric_outflux_no_rift_min,gross_atmospheric_outflux_no_rift_mean,gross_atmospheric_outflux_no_rift_max,gross_atmospheric_outflux_unbiased_rift_min,gross_atmospheric_outflux_unbiased_rift_mean,gross_atmospheric_outflux_unbiased_rift_max,gross_atmospheric_outflux_biased_rift_min,gross_atmospheric_outflux_biased_rift_mean,gross_atmospheric_outflux_biased_rift_max,net_atmospheric_influx_unbiased_and_sed_min,net_atmospheric_influx_unbiased_and_sed_mean,net_atmospheric_influx_unbiased_and_sed_max,net_atmospheric_influx_biased_and_sed_min,net_atmospheric_influx_biased_and_sed_mean,net_atmospheric_influx_biased_and_sed_max,gross_upper_plate_influx_with_sed_min,gross_upper_plate_influx_with_sed_mean,gross_upper_plate_influx_with_sed_max
75,75.0,17.057391972179513,21.42124045182238,25.78508893146525,2.8189231513763415,3.097127014088125,6.370339811745604,30.595061028100247,44.15285179893115,63.45553526543981,8.84843463852795,9.869407866050405,10.890381093572861,8.84843463852795,9.869407866050405,10.890381093572861,3.0,6.0,9.0,53.4713761516561,74.67121926484165,104.61096400865067,62.31981079018405,84.54062713089206,115.50134510222352,62.31981079018405,84.54062713089206,115.50134510222352,-25.971729092748063,2.2259050985686457,41.38514318763153,-25.971729092748063,2.2259050985686457,41.38514318763153,76.33790418171472,82.31472203232342,90.51324215005484
76,76.0,17.057391972179513,21.42124045182238,25.78508893146525,2.7642919080057924,2.790987057797145,6.248753315598806,30.392451139209733,43.74803431874622,63.45553526543981,8.84843463852795,9.869407866050405,10.890381093572861,8.84843463852795,9.869407866050405,10.890381093572861,3.0,6.0,9.0,53.21413501939504,73.96026182836574,104.48937751250386,62.062569657922985,83.82966969441615,115.37975860607672,62.062569657922985,83.82966969441615,115.37975860607672,-25.853770173444126,2.0875747277592467,41.973552192066975,-25.853770173444126,2.0875747277592467,41.973552192066975,75.5678501019467,81.74209496665691,90.07798351930407
77,77.0,17.057391972179513,21.42124045182238,25.78508893146525,2.6568962939093894,2.6748001007190347,6.16244042492937,29.894031995055965,42.84935433789225,63.45553526543981,8.84843463852795,9.869407866050405,10.890381093572861,8.84843463852795,9.869407866050405,10.890381093572861,3.0,6.0,9.0,52.60832026114487,72.94539489043368,104.40306462183443,61.456754899672816,82.81480275648408,115.29344571540729,61.456754899672816,82.81480275648408,115.29344571540729,-25.306493956025832,2.2363374964878915,43.09175793810748,-25.306493956025832,2.2363374964878915,43.09175793810748,74.39368166429374,80.5784652599962,88.95524274269258
78,78.0,17.057391972179513,21.42124045182238,25.78508893146525,2.8281252159279116,2.8281252159279116,6.226922992176543,29.894031995055965,41.33392462070309,63.45553526543981,8.84843463852795,9.869407866050405,10.890381093572861,8.84843463852795,9.869407866050405,10.890381093572861,3.0,6.0,9.0,52.77954918316339,71.58329028845338,104.46754718908161,61.62798382169134,81.45269815450379,115.35792828265447,61.62798382169134,81.45269815450379,115.35792828265447,-24.28446978747882,1.767711728493282,44.16542999746204,-24.28446978747882,1.767711728493282,44.16542999746204,73.45751924285086,79.68498642601051,88.1774745668286
79,79.0,17.057391972179513,21.42124045182238,25.78508893146525,2.650944255743225,2.650944255743225,5.785856829352968,29.894031995055965,41.33392462070309,63.68962479907019,8.84843463852795,9.869407866050405,10.890381093572861,8.84843463852795,9.869407866050405,10.890381093572861,3.0,6.0,9.0,52.6023682229787,71.40610932826868,104.26057055988841,61.450802861506645,81.2755171943191,115.15095165346126,61.450802861506645,81.2755171943191,115.15095165346126,-24.125693146767446,1.9234274845708228,44.265501220303335,-24.125693146767446,1.9234274845708228,44.265501220303335,73.12768341122245,79.35208970974827,87.81872898633861
80,80.0,17.057391972179513,21.42124045182238,25.78508893146525,2.445490622548647,2.445490622548647,4.841751819826745,30.392451139209733,43.74803431874622,64.27971670994094,8.84843463852795,9.869407866050405,10.890381093572861,8.84843463852795,9.869407866050405,10.890381093572861,3.0,6.0,9.0,52.89533373393789,73.61476539311725,103.90655746123294,61.74376837246584,83.48417325916766,114.79693855480579,61.74376837246584,83.48417325916766,114.79693855480579,-24.215608280063364,3.7567376988594248,43.62374567973369,-24.215608280063364,3.7567376988594248,43.62374567973369,73.49549446808727,79.72743556030824,88.28167824554437
81,81.0,17.057391972179513,21.42124045182238,25.78508893146525,2.3745612339475515,2.3745612339475515,3.8208316625657748,30.392451139209733,43.74803431874622,64.50005841554774,8.84843463852795,9.869407866050405,10.890381093572861,8.84843463852795,9.869407866050405,10.890381093572861,3.0,6.0,9.0,52.8244043453368,73.54383600451615,103.10597900957876,61.67283898386475,83.41324387056656,113.99636010315162,61.67283898386475,83.41324387056656,113.99636010315162,-24.295364263671473,3.6676626689481537,42.77032485560794,-24.295364263671473,3.6676626689481537,42.77032485560794,73.52295915570059,79.7455812016184,88.26512715569314
82,82.0,17.068572852851855,21.580528667478937,26.092484482106016,2.434590145077195,2.434590145077195,3.8803236558590375,30.392451139209733,43.74803431874622,64.50005841554774,8.84843463852795,9.869407866050405,10.890381093572861,8.84843463852795,9.869407866050405,10.890381093572861,3.0,6.0,9.0,52.89561413713878,73.76315313130235,103.4728665535128,61.74404877566673,83.63256099735275,114.36324764708566,61.74404877566673,83.63256099735275,114.36324764708566,-24.415694917096687,3.7730143153248576,43.04598076691737,-24.415694917096687,3.7730143153248576,43.04598076691737,73.55934967129238,79.8595466820279,88.4018264838875
83,83.0,18.618967075696514,22.999370769927733,27.37977446415895,2.4795622735046075,2.4795622735046075,4.278283694581855,33.60014287946913,51.52332956939276,74.76972132128981,8.84843463852795,9.869407866050405,10.890381093572861,8.84843463852795,9.869407866050405,10.890381093572861,3.0,6.0,9.0,57.698672228670254,83.00226261282509,115.42777948003061,66.54710686719821,92.8716704788755,126.31816057360346,66.54710686719821,92.8716704788755,126.31816057360346,-18.89427092530667,14.040056372231703,56.13970645510351,-18.89427092530667,14.040056372231703,56.13970645510351,72.22185042078272,78.8316141066438,87.48477409478764
84,84.0,18.70024344171819,23.09981712661508,27.499390811511965,2.2591152390299882,2.2591152390299882,3.998688079656026,33.71159034271801,51.88191432237935,75.06015513022413,8.84843463852795,9.869407866050405,10.890381093572861,8.84843463852795,9.869407866050405,10.890381093572861,3.0,6.0,9.0,57.67094902346619,83.24084668802442,115.55823402139212,66.51938366199414,93.11025455407483,126.44861511496498,66.51938366199414,93.11025455407483,126.44861511496498,-17.24194647537861,15.49975098146723,57.16979653932262,-17.24194647537861,15.49975098146723,57.16979653932262,71.45967700784244,77.6105035726076,85.94218856957283
85,85.0,18.90283820718965,23.29962278127322,27.6964073553568,2.164885080673204,2.164885080673204,3.8726675714944236,33.71159034271801,51.88191432237935,75.84748334735741,8.84843463852795,9.869407866050405,10.890381093572861,8.84843463852795,9.869407866050405,10.890381093572861,3.0,6.0,9.0,57.779313630580866,83.34642218432577,116.41655827420864,66.62774826910882,93.21583005037618,127.3069393677815,66.62774826910882,93.21583005037618,127.3069393677815,-17.972876133683243,14.797332673292672,57.0900423794491,-17.972876133683243,14.797332673292672,57.0900423794491,72.23637035137496,78.41849737708351,86.62009776583463
86,86.0,19.1385676310994,24.177765168625022,29.21696270615065,2.638842712368372,2.638842712368372,4.252055080895287,33.71159034271801,51.88191432237935,75.84748334735741,8.84843463852795,9.869407866050405,10.890381093572861,8.84843463852795,9.869407866050405,10.890381093572861,3.0,6.0,9.0,58.48900068618578,84.69852220337275,118.31650113440335,67.33743532471374,94.56793006942316,129.20688222797622,67.33743532471374,94.56793006942316,129.20688222797622,-19.55981051894264,13.964174912555038,56.936625362862074,-19.55981051894264,13.964174912555038,56.936625362862074,74.31026447007986,80.60375515686812,88.93725344862209
87,87.0,19.610222908622305,24.44259370695639,29.25899052062539,2.663120765047837,2.663120765047837,4.013388842705183,33.71159034271801,51.88191432237935,75.84748334735741,8.902284817301823,9.929471526990495,10.956658236679166,8.902284817301823,9.929471526990495,10.956658236679166,3.0,6.0,9.0,58.98493401638815,84.98762879438358,118.11986271068798,67.88721883368997,94.91710032137408,129.07652094736716,67.88721883368997,94.91710032137408,129.07652094736716,-19.943817904534043,13.410618557835306,55.989128158782165,-19.943817904534043,13.410618557835306,55.989128158782165,75.18192678885353,81.50648176353877,89.92557073849255
88,88.0,19.610222908622305,24.44259370695639,29.25899052062539,2.7991680972410005,2.7991680972410005,4.0862909341929585,33.71159034271801,51.88191432237935,75.84748334735741,8.902284817301823,9.929471526990495,10.956658236679166,8.902284817301823,9.929471526990495,10.956658236679166,3.0,6.0,9.0,59.12098134858132,85.12367612657674,118.19276480217576,68.02326616588314,95.05314765356724,129.14942303885493,68.02326616588314,95.05314765356724,129.14942303885493,-20.328571910808876,13.043407631605618,55.560797984692186,-20.328571910808876,13.043407631605618,55.560797984692186,75.66764196723122,82.00974002196162,90.43085498976049
89,89.0,19.610222908622305,24.44259370695639,29.25899052062539,2.8398647760882696,2.8398647760882696,4.111416451903365,33.60014287946913,51.52332956939276,75.06015513022413,8.902284817301823,9.929471526990495,10.956658236679166,8.902284817301823,9.929471526990495,10.956658236679166,3.0,6.0,9.0,59.05023056417971,84.80578805243742,117.43056210275289,67.95251538148153,94.73525957942792,128.38722033943205,67.95251538148153,94.73525957942792,128.38722033943205,-21.231327481535004,12.158587375138097,54.31936572978009,-21.231327481535004,12.158587375138097,54.31936572978009,75.9695015455631,82.57667220428982,91.08548979892768
90,90.0,19.610222908622305,24.44259370695639,29.25899052062539,2.8398647760882696,2.8398647760882696,4.231934573378333,32.869496486883854,49.43904283215175,74.76972132128981,9.129022412139182,10.182371152001396,11.235719891863608,9.129022412139182,10.182371152001396,11.235719891863608,3.0,6.0,9.0,58.31958417159443,82.7215013151964,117.26064641529354,67.4486065837336,92.9038724671978,128.49636630715713,67.4486065837336,92.9038724671978,128.49636630715713,-22.771610436935603,9.029283874698066,53.19467492846272,-22.771610436935603,9.029283874698066,53.19467492846272,77.52896016433026,83.87458859249973,92.44748580630505
91,91.0,19.610222908622305,24.44259370695639,29.25899052062539,3.0101504147339533,3.0101504147339533,4.7962753299946685,32.62725761932845,46.47897844723986,73.39028657114233,9.129022412139182,10.182371152001396,11.235719891863608,9.129022412139182,10.182371152001396,11.235719891863608,3.0,6.0,9.0,58.24763094268471,79.93172256893021,116.44555242176239,67.37665335482389,90.1140937209316,127.681272313626,67.37665335482389,90.1140937209316,127.681272313626,-24.696754473481562,4.410454139680212,50.90677499238204,-24.696754473481562,4.410454139680212,50.90677499238204,79.33387133419734,85.7036395812514,94.63278184125883
92,92.0,19.610222908622305,24.44259370695639,29.25899052062539,3.007008565717023,3.007008565717023,4.760359365482609,31.157838178990332,45.91133253991012,71.50504314325116,9.129022412139182,10.182371152001396,11.235719891863608,9.129022412139182,10.182371152001396,11.235719891863608,3.0,6.0,9.0,56.77506965332966,79.36093481258354,114.52439302935915,65.90409206546884,89.54330596458493,125.76011292122276,65.90409206546884,89.54330596458493,125.76011292122276,-26.39211053877638,3.633986685233623,49.01617491565129,-26.39211053877638,3.633986685233623,49.01617491565129,79.52243595445739,85.90931927935131,95.07470055313115
93,93.0,19.550217159363495,24.35908283734307,29.167948515322653,3.3667360710640057,3.3667360710640057,5.1891466593762,30.44088461769766,44.969187104372295,70.65459021964554,9.129022412139182,10.182371152001396,11.235719891863608,9.129022412139182,10.182371152001396,11.235719891863608,3.0,6.0,9.0,56.35783784812516,78.69500601277937,114.0116853943444,65.48686026026434,88.87737716478077,125.24740528620801,65.48686026026434,88.87737716478077,125.24740528620801,-30.738829610227597,-0.9293238165933531,44.38543339005345,-30.738829610227597,-0.9293238165933531,44.38543339005345,83.38771209225631,89.80670098137412,98.75143006659368
94,94.0,19.50988595822469,24.31029419434372,29.11070243046276,3.6711308680588908,3.6711308680588908,5.562005453582266,30.29825223952008,44.91155477321229,70.45121268810662,9.355760006976542,10.435270777012297,11.51478154704805,9.355760006976542,10.435270777012297,11.51478154704805,3.0,6.0,9.0,56.47926906580366,78.8929798356149,114.12392057215165,65.8350290727802,89.32825061262719,125.63870211919969,65.8350290727802,89.32825061262719,125.63870211919969,-32.69494629970322,-2.7125154454527234,42.605800229676845,-32.69494629970322,-2.7125154454527234,42.605800229676845,85.5515567436764,92.04076605807991,101.04863022663697
95,95.0,19.470324050835192,24.270385817107694,29.070447583380215,3.603667032484101,3.603667032484101,5.6083945197786935,29.823078365258432,44.74172653402219,70.45121268810662,9.355760006976542,10.435270777012297,11.51478154704805,9.355760006976542,10.435270777012297,11.51478154704805,3.0,6.0,9.0,55.897069448577724,78.61577938361398,114.13005479126554,65.25282945555426,89.05105016062627,125.64483633831358,65.25282945555426,89.05105016062627,125.64483633831358,-33.930611663671485,-3.509629916185858,42.157230182385476,-33.930611663671485,-3.509629916185858,42.157230182385476,85.93791903439852,92.56068007681213,101.63375399769616
96,96.0,19.470324050835192,24.270385817107694,29.070447583380215,3.5912099217965223,3.5912099217965223,5.762366015023358,29.60380468880325,44.47770995915498,70.3384027757061,9.355760006976542,10.435270777012297,11.51478154704805,9.355760006976542,10.435270777012297,11.51478154704805,3.0,6.0,9.0,55.665338661434966,78.33930569805919,114.17121637410968,65.02109866841151,88.77457647507148,125.68599792115772,65.02109866841151,88.77457647507148,125.68599792115772,-33.80450395837552,-3.5027700393061565,42.75681467439597,-33.80450395837552,-3.5027700393061565,42.75681467439597,85.72909040196825,92.27734651437764,101.62550978199353
97,97.0,19.470324050835192,24.270385817107694,29.070447583380215,3.8616168611538044,3.8616168611538044,6.040225589045981,29.2316111627077,44.318936351032704,69.8977631322932,9.355760006976542,10.435270777012297,11.51478154704805,9.355760006976542,10.435270777012297,11.51478154704805,3.0,6.0,9.0,55.5635520746967,78.4509390292942,114.0084363047194,64.91931208167324,88.8862098063065,125.52321785176744,64.91931208167324,88.8862098063065,125.52321785176744,-35.217097196620045,-4.684657347162286,41.32192630374959,-35.217097196620045,-4.684657347162286,41.32192630374959,87.00532502864428,93.57086715346878,102.94044275891972
98,98.0,19.50988595822469,24.31029419434372,29.11070243046276,3.9859189986725925,3.9859189986725925,6.195957871090777,28.335794531224657,44.318936351032704,69.8977631322932,9.355760006976542,10.435270777012297,11.51478154704805,9.355760006976542,10.435270777012297,11.51478154704805,3.0,6.0,9.0,54.83159948812194,78.61514954404902,114.20442343384674,64.18735949509848,89.05042032106131,125.71920498089479,64.18735949509848,89.05042032106131,125.71920498089479,-36.99788464714388,-5.550595020406661,40.49737836997774,-36.99788464714388,-5.550595020406661,40.49737836997774,88.01678654069359,94.60101534146797,103.98020407201889
99,99.0,19.550217159363495,24.35908283734307,29.167948515322653,3.988026192288255,3.988026192288255,6.230593428458061,28.035555657046725,43.96597485573905,69.26370746339828,9.355760006976542,10.435270777012297,11.51478154704805,9.355760006976542,10.435270777012297,11.51478154704805,3.0,6.0,9.0,54.57379900869847,78.31308388537038,113.66224940717899,63.92955901567501,88.74835466238267,125.17703095422704,63.92955901567501,88.74835466238267,125.17703095422704,-38.69302806193612,-7.314029833371933,38.510964983702536,-38.69302806193612,-7.314029833371933,38.510964983702536,89.50218191389807,96.0623844957546,105.4587030209847
100,100.0,23.16880830049901,27.78557345206111,32.402338603623214,3.8578778767231823,3.8578778767231823,6.017219458579896,28.01691097085603,43.8209584072128,69.20348031647234,9.355760006976542,10.435270777012297,11.51478154704805,9.355760006976542,10.435270777012297,11.51478154704805,3.0,6.0,9.0,58.04359714807822,81.4644097359971,116.62303837867545,67.39935715505476,91.89968051300939,128.1378199257235,67.39935715505476,91.89968051300939,128.1378199257235,-43.6205488502423,-11.923798171904295,34.46345274197016,-43.6205488502423,-11.923798171904295,34.46345274197016,96.6270513645303,103.82347868491368,113.97259018607402
101,101.0,23.29973351003508,27.92813863324001,32.55654375644494,3.8883143314833277,3.8883143314833277,6.286240691746346,27.80352653637499,43.8209584072128,69.20348031647234,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,57.9915743778934,81.63741137193614,117.04626476466362,78.49715561099708,104.50902120885948,142.28390320540663,78.49715561099708,104.50902120885948,142.28390320540663,-34.3741956937466,-0.9601003744506045,47.10658192921716,-34.3741956937466,-0.9601003744506045,47.10658192921716,98.06689186187648,105.46912158331008,115.7609218904307
102,102.0,23.29973351003508,27.92813863324001,32.55654375644494,3.7921612859772535,3.7921612859772535,6.168066205115517,27.394755983632503,42.71938058462096,68.90923095329178,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,57.48665077964483,80.43968050383822,116.63384091485224,77.99223201274853,103.31129034076156,141.87147935559526,77.99223201274853,103.31129034076156,141.87147935559526,-36.12781622672409,-3.6625568503557986,45.033756268937694,-36.12781622672409,-3.6625568503557986,45.033756268937694,99.82764614276209,106.97384719111736,117.10997129557715
103,103.0,23.303722362777833,27.989018642518335,32.67431492225884,3.7303457470675143,3.7303457470675143,6.315982684168761,27.372073338788635,42.71938058462096,67.78072018692346,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,57.40614144863398,80.4387449742068,115.77101779335106,77.91172268173767,103.31035481113014,141.00865623409408,77.91172268173767,103.31035481113014,141.00865623409408,-41.15264375583442,-8.72914248535568,38.74730066635067,-41.15264375583442,-8.72914248535568,38.74730066635067,105.01462815539955,112.03949729648582,121.81763902522823
104,104.0,23.303722362777833,28.02334007845996,32.74244311835034,3.693504045913035,3.693504045913035,6.236429645726973,23.24667577389169,40.765345603441794,65.69008192093905,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,53.24390218258256,78.48218972781478,113.66895468501636,73.74948341568626,101.35379956473813,138.90659312575937,73.74948341568626,101.35379956473813,138.90659312575937,-49.99643313467857,-15.323969499982326,31.921907456491596,-49.99643313467857,-15.323969499982326,31.921907456491596,109.60962157907608,116.67776906472045,126.37085246017313
105,105.0,23.303722362777833,28.051163134457532,32.85530880322866,3.6790729565332927,3.6790729565332927,6.164379160664949,22.635567095077946,38.90507877204955,63.68790140273396,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,52.61836241438907,76.63531486304038,111.70758936662756,73.12394364749275,99.50692469996372,136.94522780737057,73.12394364749275,99.50692469996372,136.94522780737057,-53.3151353021929,-19.86600656203248,27.23237096918737,-53.3151353021929,-19.86600656203248,27.23237096918737,112.30678357430675,119.3729312619962,129.0330056858092
106,106.0,23.29973351003508,28.02334007845996,32.74244311835034,3.6192982161817047,3.6192982161817047,6.10460442031336,22.54402335648386,37.653510527246695,61.83571204426897,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,52.46305508270064,75.29614882188835,109.68275958293268,72.96863631580433,98.16775865881169,134.9203980236757,72.96863631580433,98.16775865881169,134.9203980236757,-58.31696463305704,-26.27755466174132,19.910881467478674,-58.31696463305704,-26.27755466174132,19.910881467478674,117.60502569224465,124.44531332055301,133.881110084909
107,107.0,23.29973351003508,28.02334007845996,32.74244311835034,3.494553680506223,3.494553680506223,5.979859884637879,22.130196791438618,36.96740108962,61.01951299028196,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,51.92448398197992,74.48529484858618,108.74181599327017,72.4300652150836,97.35690468550952,133.97945443401318,72.4300652150836,97.35690468550952,133.97945443401318,-68.42199458573089,-36.654867486996594,9.40347902586305,-68.42199458573089,-36.654867486996594,9.40347902586305,127.17148454419774,134.0117721725061,143.4475689368621
108,108.0,23.20419736276196,28.02334007845996,32.74244311835034,3.494553680506223,3.494553680506223,5.979859884637879,20.80496588744047,35.57568392536646,59.866449785904706,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,50.50371693070865,73.09357768433264,107.58875278889292,71.00929816381233,95.96518752125598,132.82639122963593,71.00929816381233,95.96518752125598,132.82639122963593,-75.84841499585775,-44.063678075066036,2.2524208122331686,-75.84841499585775,-44.063678075066036,2.2524208122331686,133.20001803297396,140.02886559632202,149.48376077524128
109,109.0,23.201552368755703,27.989018642518335,32.67431492225884,3.2139140979211147,3.2139140979211147,5.650276342232624,15.61932865721948,26.01905660033404,47.95813598481862,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,45.0347951238963,63.22198934077349,95.28272724931008,65.54037635699999,86.09359917769683,120.52036569005308,65.54037635699999,86.09359917769683,120.52036569005308,-80.76277301401953,-53.27213095736954,-9.132625763146294,-80.76277301401953,-53.27213095736954,-9.132625763146294,132.42831089911323,139.36573013506637,149.07846881693337
110,110.0,23.18735193838722,27.8778869449502,32.55422152114469,2.977524767051937,2.977524767051937,5.349532495548152,15.61932865721948,26.01905660033404,44.35999453037286,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,44.78420536265864,62.87446831233618,91.2637485470657,65.28978659576234,85.74607814925952,116.5013869878087,65.28978659576234,85.74607814925952,116.5013869878087,-81.28477302493019,-53.806672103681024,-13.407272029671788,-81.28477302493019,-53.806672103681024,-13.407272029671788,132.53094088518856,139.55275025294054,149.1968414884006
111,111.0,21.56510939983015,26.309811373997412,31.48694789608464,2.9112697965382384,2.9112697965382384,4.6719616439631535,15.43443880681863,25.912154452615923,42.535685596024976,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,42.91081800318702,61.13323562315158,87.69459513607276,63.41639923629071,84.00484546007492,112.93223357681576,63.41639923629071,84.00484546007492,112.93223357681576,-83.62621548489895,-55.9094640169716,-17.18521312857267,-83.62621548489895,-55.9094640169716,-17.18521312857267,132.78600423290337,139.91430947704652,149.7111722487046
112,112.0,21.52777218860046,26.25233958446867,31.47404582481599,2.326204345885913,2.326204345885913,2.8313441250592604,15.13500795271099,25.51359172705597,41.600928841114566,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,41.988984487197364,60.09213565741055,84.90631879098981,62.494565720301054,82.96374549433389,110.14395723173281,62.494565720301054,82.96374549433389,110.14395723173281,-84.67336330848993,-57.17137659064983,-20.226826713447693,-84.67336330848993,-57.17137659064983,-20.226826713447693,133.10231514117646,140.13512208498372,149.89946022478694
113,113.0,21.395559406595535,26.25233958446867,31.47404582481599,1.8651497566604576,1.8651497566604576,2.3546273447067643,13.263493364429973,24.728992980561365,41.54954309793263,20.50558123310369,22.871609836923344,25.237638440743,20.50558123310369,22.871609836923344,25.237638440743,3.0,6.0,9.0,39.524202527685965,58.846482321690495,84.37821626745537,60.029783760789655,81.71809215861384,109.61585470819837,60.029783760789655,81.71809215861384,109.61585470819837,-86.0176036122154,-57.27506597894114,-19.713486970259154,-86.0176036122154,-57.27506597894114,-19.713486970259154,131.93892890210492,138.99315813755499,148.65697459665245
114,114.0,21.395559406595535,26.25233958446867,31.47404582481599,0.996112299460216,0.996112299460216,1.465389218655596,13.263493364429973,23.27884108579051,38.54715236549018,19.218845382401675,21.436404464986484,23.65396354757129,19.218845382401675,21.436404464986484,23.65396354757129,3.0,6.0,9.0,38.65516507048572,56.5272929697194,80.48658740896175,57.8740104528874,77.96369743470588,104.14055095653305,57.8740104528874,77.96369743470588,104.14055095653305,-94.79159470255703,-67.64471168033553,-31.844061645956515,-94.79159470255703,-67.64471168033553,-31.844061645956515,138.55121307463838,145.6084091150414,155.23220562759326
115,115.0,21.395559406595535,26.25233958446867,31.47404582481599,0.796906766024624,0.796906766024624,1.2592265803207972,14.96831517008516,25.275504340651807,41.54954309793263,19.218845382401675,21.436404464986484,23.65396354757129,19.218845382401675,21.436404464986484,23.65396354757129,3.0,6.0,9.0,40.16078134270532,58.3247506911451,83.28281550306941,59.379626725106995,79.76115515613158,106.93677905064071,59.379626725106995,79.76115515613158,106.93677905064071,-92.48378687406961,-65.04587798713332,-28.210800305519925,-92.48378687406961,-65.04587798713332,-28.210800305519925,137.7506526873532,144.8070331432649,154.46648693036917
116,116.0,21.483318911459072,26.309811373997412,31.48694789608464,0.21574856312992724,0.21574856312992724,0.4359140543165428,14.96831517008516,25.275504340651807,41.54954309793263,19.218845382401675,21.436404464986484,23.65396354757129,19.218845382401675,21.436404464986484,23.65396354757129,3.0,6.0,9.0,39.66738264467416,57.80106427777915,82.47240504833381,58.88622802707584,79.23746874276563,106.1263685959051,58.88622802707584,79.23746874276563,106.1263685959051,-93.18596533144432,-65.75805571827229,-29.174046439335157,-93.18596533144432,-65.75805571827229,-29.174046439335157,137.91885556355567,144.99552446103792,154.69063388683557
117,117.0,21.483318911459072,26.52001017794,31.80093061266261,0.0,0.0,0.11491997844193143,14.96831517008516,25.275504340651807,41.600928841114566,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,39.451634081544235,57.79551451859181,82.51677943221911,57.83438458298315,78.29935161635059,105.14170312629777,57.83438458298315,78.29935161635059,105.14170312629777,-92.66280154775933,-65.10045742356424,-28.509016396598625,-92.66280154775933,-65.10045742356424,-28.509016396598625,136.30243194908718,143.39980903991483,153.14889855693326
118,118.0,21.483318911459072,26.782626488396,32.081934065332916,0.0,0.0,0.10408988785007701,14.96831517008516,25.275504340651807,42.535685596024976,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,39.451634081544235,58.05813082904781,83.72170954920797,57.83438458298315,78.5619679268066,106.34663324328663,57.83438458298315,78.5619679268066,106.34663324328663,-92.32701865154888,-64.51670281466272,-26.952894496496768,-92.32701865154888,-64.51670281466272,-26.952894496496768,135.99593824840662,143.07867074146932,152.85781374315525
119,119.0,21.72951926260827,27.05334024774405,32.37716123287982,0.0,0.0,0.0589333190457005,14.96831517008516,25.275504340651807,44.35999453037286,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,39.69783443269343,58.32884458839585,85.79608908229838,58.08058493413235,78.83268168615464,108.42101277637704,58.08058493413235,78.83268168615464,108.42101277637704,-92.06970725067508,-64.16216996061632,-24.7764930376849,-92.06970725067508,-64.16216996061632,-24.7764930376849,135.8394111087345,142.99485164677097,152.79219747948
120,120.0,23.8859367575269,29.31266193019111,34.739387102855325,0.0,0.0,0.0,14.96831517008516,25.275504340651807,45.43818213630095,18.382750501438913,20.503837097758787,22.62492369407866,18.382750501438913,20.503837097758787,22.62492369407866,3.0,6.0,9.0,41.85425192761206,60.58816627084292,89.17756923915627,60.237002429050975,81.09200336860171,111.80249293323493,60.237002429050975,81.09200336860171,111.80249293323493,-88.17208451020754,-59.73599085672505,-18.78140134337633,-88.17208451020754,-59.73599085672505,-18.78140134337633,133.246901511395,140.82799422532676,151.07209417404226
