Age (Ma),GAST_min,GAST_mean,GAST_max,average_min,average_mean,average_max
304,,,,11.64459,14.624076309999998,18.65
305,,,,11.70026,14.580302418000002,19.7
306,,,,12.12048,15.512340104666666,20.263333333333335
307,,,,12.5407,16.004313776666667,20.203333333333333
308,,,,12.96092,16.26274133,20.36
309,,,,13.38114,16.216083064,19.799999999999997
310,,,,13.6554756,15.717445848,18.69578364
311,,,,13.31952,14.811756208666665,16.640750909999998
312,,,,12.83768,13.766567568000003,14.59308
313,,,,12.07,13.216031904000001,14.48232
314,,,,10.280000000000001,12.6893971,14.37156
315,,,,9.693333333333333,12.355163122666667,14.2608
316,,,,9.063333333333333,12.031201438666667,14.19168
317,,,,8.526666666666666,11.725657083333331,14.12256
318,,,,7.906666666666666,11.461737459333335,14.05344
319,,,,8.263333333333334,11.495513136666668,13.98432
320,,,,8.846666666666666,11.670870299333334,13.9152
321,,,,9.63,12.35332313,13.93376
322,,,,10.416666666666666,13.153680735333333,13.95232
323,,,,11.163333333333332,14.017694790666667,15.24209
324,,,,11.123333333333333,14.816261720666668,16.62705727
325,,,,11.886666666666665,15.591381947333332,17.9114
326,,,,12.633333333333333,15.908461670666664,18.04122
327,,,,13.526666666666666,16.204724375333335,18.17103
328,,,,12.953333333333333,16.156843376666664,18.30085
329,,,,12.31,16.061571832000002,18.5282628
330,,,,11.556666666666667,16.001289165333333,18.7394028
331,,,,11.410000000000002,15.997944870000001,18.8461398
332,,,,11.023333333333333,15.915178108666666,18.8578163
333,,,,10.973333333333334,15.87812841666667,18.8116733
334,,,,11.383333333333335,15.869197640666666,18.7982576
335,,,,12.336666666666668,15.906962885333334,18.8060614
336,,,,12.38162,16.011219252666667,18.8308402
337,,,,12.18574,16.085816425333334,18.8850991
338,,,,11.98986,16.128008027333333,19.00583
339,,,,11.79398,16.099957330000002,19.15421
340,,,,11.5981,16.040446235333334,19.30259
341,,,,12.6249,16.204004508,19.07408
342,,,,13.6517,16.445917608,18.84557
343,,,,14.331400910000003,16.818907995333333,19.1409124
344,,,,14.91263091,17.110766055333333,19.1606827
345,,,,15.928793640000002,17.451987168,19.1890022
346,,,,16.80966,17.685811151333336,19.2412
347,,,,16.88722,17.978020260666668,19.3041607
348,,,,16.96478,18.419295675999997,19.4743702
349,,,,17.04234,18.968501213333333,20.0126294
350,,,,17.1199,19.332787919333335,20.50963273
351,,,,16.98386,20.03495051866667,21.273333333333333
352,,,,16.84782,20.643337995333333,22.646666666666665
353,,,,16.71178,21.302733185333334,24.436666666666667
354,,,,16.57574,21.676262258666664,24.563333333333333
355,,,,16.4397,21.90041130866667,24.885670909999998
356,,,,16.47696,21.80220626,25.926429999999996
357,,,,16.51422,21.696985181333332,26.78747364
358,,,,16.55148,21.673654117333335,27.569091819999997
359,,,,16.58874,21.76006180066667,28.398427270000003
360,,,,16.626,22.17423246,28.95884
361,,,,16.91862,22.481691613333332,29.53985
362,,,,17.21124,22.860106754000004,30.16858727
363,,,,17.50386,22.920001644000003,30.571751820000003
364,,,,17.79648,23.168681991333337,31.034759089999998
365,,,,18.0891,23.520748171333334,31.59253909
366,,,,18.15512,24.030054704,32.22320182
367,,,,18.22114,24.718681553999996,32.944847270000004
368,,,,18.28716,25.052468516666664,33.08969545
369,,,,18.35318,25.134074316666666,32.83011545
370,,,,18.4192,24.85444290066667,32.18248727
371,,,,18.50454,24.839648128666663,32.25124090999999
372,,,,18.58988,24.78016218533333,32.71490636
373,,,,18.67522,24.78996628133333,33.23469364
374,,,,18.76056,24.512770090666667,33.04883182
375,,,,18.8459,24.201423488666666,32.87456091
376,,,,19.1983,23.630361322000002,32.316750909999996
377,,,,19.5507,22.725944964,31.41870182
378,,,,18.66,21.923450428,30.265793640000002
379,,,,18.213333333333335,21.438944728666666,29.676930910000003
380,,,,18.01666666666667,21.180782641333334,29.16032364
381,,,,18.040000000000003,21.207105924,28.60826182
382,,,,19.900000000000002,21.72219095,28.242405449999996
383,,,,20.17149,22.581092409999997,27.99101455
384,,,,20.37958,22.688520687333334,27.74848727
385,,,,20.3225,22.153579794666665,27.51483364
386,,,,17.013333333333332,21.196519934666668,27.357663640000002
387,,,,17.939999999999998,21.072345434,27.400197269999996
388,,,,18.71,21.041262290000002,27.451584550000003
389,,,,18.846442,21.121111369333335,27.50160818
